,fpr,tpr,threshold,eval,k,train_split,quantile
299,0.0,0.0,1.9994204,2,3,0.1,0.05
300,0.03125,0.0,0.9994204,2,3,0.1,0.05
301,0.09375,0.0,0.98906493,2,3,0.1,0.05
302,0.09375,1.0,0.98711896,2,3,0.1,0.05
303,1.0,1.0,0.002043806,2,3,0.1,0.05
304,0.0,0.0,1.9989645,3,3,0.1,0.05
305,0.03125,0.0,0.99896455,3,3,0.1,0.05
306,0.0625,0.0,0.99812347,3,3,0.1,0.05
307,0.0625,1.0,0.9786912,3,3,0.1,0.05
308,1.0,1.0,0.0015317241,3,3,0.1,0.05
309,0.0,0.0,1.9988526,4,3,0.1,0.05
310,0.03125,0.0,0.9988526,4,3,0.1,0.05
311,0.0625,0.0,0.99763596,4,3,0.1,0.05
312,0.0625,1.0,0.98690856,4,3,0.1,0.05
313,1.0,1.0,0.005003331,4,3,0.1,0.05
314,0.0,0.0,1.9980013,5,3,0.1,0.05
315,0.03125,0.0,0.9980013,5,3,0.1,0.05
316,0.0625,0.0,0.9972676,5,3,0.1,0.05
317,0.0625,1.0,0.9828288,5,3,0.1,0.05
318,1.0,1.0,0.0047158552,5,3,0.1,0.05
319,0.0,0.0,1.9978886,1,3,0.1,0.1
320,0.03333333333333333,0.0,0.9978886,1,3,0.1,0.1
321,0.03333333333333333,0.3333333333333333,0.9976794,1,3,0.1,0.1
322,0.13333333333333333,0.3333333333333333,0.807411,1,3,0.1,0.1
323,0.13333333333333333,0.6666666666666666,0.78406525,1,3,0.1,0.1
324,0.9333333333333333,0.6666666666666666,0.0058588386,1,3,0.1,0.1
325,0.9333333333333333,1.0,0.0024056814,1,3,0.1,0.1
326,1.0,1.0,0.002003154,1,3,0.1,0.1
327,0.0,0.0,1.9985654,2,3,0.1,0.1
328,0.03333333333333333,0.0,0.9985655,2,3,0.1,0.1
329,0.03333333333333333,0.3333333333333333,0.9984805,2,3,0.1,0.1
330,0.1,0.3333333333333333,0.9105394,2,3,0.1,0.1
331,0.1,0.6666666666666666,0.85821825,2,3,0.1,0.1
332,0.9333333333333333,0.6666666666666666,0.003927197,2,3,0.1,0.1
333,0.9333333333333333,1.0,0.0035310928,2,3,0.1,0.1
334,1.0,1.0,0.001470132,2,3,0.1,0.1
335,0.0,0.0,1.998595,3,3,0.1,0.1
336,0.03333333333333333,0.0,0.99859494,3,3,0.1,0.1
337,0.06666666666666667,0.0,0.9984567,3,3,0.1,0.1
338,0.06666666666666667,0.3333333333333333,0.9982767,3,3,0.1,0.1
339,0.13333333333333333,0.3333333333333333,0.8569153,3,3,0.1,0.1
340,0.13333333333333333,0.6666666666666666,0.8269784,3,3,0.1,0.1
341,0.9333333333333333,0.6666666666666666,0.0049567902,3,3,0.1,0.1
342,0.9333333333333333,1.0,0.0021129358,3,3,0.1,0.1
343,1.0,1.0,0.0016901441,3,3,0.1,0.1
344,0.0,0.0,1.998446,4,3,0.1,0.1
345,0.03333333333333333,0.0,0.99844605,4,3,0.1,0.1
346,0.06666666666666667,0.0,0.99842215,4,3,0.1,0.1
347,0.06666666666666667,0.3333333333333333,0.9983687,4,3,0.1,0.1
348,0.1,0.3333333333333333,0.9064916,4,3,0.1,0.1
349,0.1,0.6666666666666666,0.8232852,4,3,0.1,0.1
350,0.9666666666666667,0.6666666666666666,0.0016033419,4,3,0.1,0.1
351,0.9666666666666667,1.0,0.0015635786,4,3,0.1,0.1
352,1.0,1.0,0.001407199,4,3,0.1,0.1
353,0.0,0.0,1.9989326,5,3,0.1,0.1
354,0.03333333333333333,0.0,0.99893254,5,3,0.1,0.1
355,0.06666666666666667,0.0,0.99873763,5,3,0.1,0.1
356,0.06666666666666667,0.3333333333333333,0.998445,5,3,0.1,0.1
357,0.13333333333333333,0.3333333333333333,0.8828491,5,3,0.1,0.1
358,0.13333333333333333,0.6666666666666666,0.85143495,5,3,0.1,0.1
359,0.9666666666666667,0.6666666666666666,0.0015615047,5,3,0.1,0.1
360,0.9666666666666667,1.0,0.0014756141,5,3,0.1,0.1
361,1.0,1.0,0.0013543958,5,3,0.1,0.1
362,0.0,0.0,1.9976716,1,3,0.1,0.25
363,0.04,0.0,0.99767166,1,3,0.1,0.25
364,0.08,0.0,0.9974571,1,3,0.1,0.25
365,0.08,0.25,0.9955362,1,3,0.1,0.25
366,0.16,0.25,0.97755116,1,3,0.1,0.25
367,0.16,0.375,0.9626072,1,3,0.1,0.25
368,0.24,0.375,0.9123845,1,3,0.1,0.25
369,0.24,0.625,0.8873405,1,3,0.1,0.25
370,0.28,0.625,0.8183329,1,3,0.1,0.25
371,0.28,0.75,0.67756605,1,3,0.1,0.25
372,0.48,0.75,0.53725666,1,3,0.1,0.25
373,0.48,0.875,0.5350841,1,3,0.1,0.25
374,0.84,0.875,0.35870042,1,3,0.1,0.25
375,0.84,1.0,0.15558425,1,3,0.1,0.25
376,1.0,1.0,0.0014696004,1,3,0.1,0.25
377,0.0,0.0,1.9977291,2,3,0.1,0.25
378,0.04,0.0,0.997729,2,3,0.1,0.25
379,0.04,0.125,0.99766004,2,3,0.1,0.25
380,0.08,0.125,0.9975848,2,3,0.1,0.25
381,0.08,0.25,0.9956868,2,3,0.1,0.25
382,0.16,0.25,0.9788254,2,3,0.1,0.25
383,0.16,0.375,0.9751433,2,3,0.1,0.25
384,0.24,0.375,0.9360876,2,3,0.1,0.25
385,0.24,0.625,0.8949758,2,3,0.1,0.25
386,0.28,0.625,0.8406347,2,3,0.1,0.25
387,0.28,0.75,0.7146097,2,3,0.1,0.25
388,0.44,0.75,0.64740807,2,3,0.1,0.25
389,0.44,0.875,0.5892023,2,3,0.1,0.25
390,0.84,0.875,0.33907288,2,3,0.1,0.25
391,0.84,1.0,0.14886533,2,3,0.1,0.25
392,1.0,1.0,0.0014318784,2,3,0.1,0.25
393,0.0,0.0,1.9979215,3,3,0.1,0.25
394,0.04,0.0,0.9979214,3,3,0.1,0.25
395,0.08,0.0,0.99763906,3,3,0.1,0.25
396,0.08,0.25,0.995764,3,3,0.1,0.25
397,0.16,0.25,0.97604024,3,3,0.1,0.25
398,0.16,0.375,0.9646793,3,3,0.1,0.25
399,0.24,0.375,0.9148062,3,3,0.1,0.25
400,0.24,0.625,0.8914178,3,3,0.1,0.25
401,0.32,0.625,0.6944344,3,3,0.1,0.25
402,0.32,0.75,0.6853403,3,3,0.1,0.25
403,0.44,0.75,0.54675347,3,3,0.1,0.25
404,0.44,0.875,0.49309412,3,3,0.1,0.25
405,0.84,0.875,0.22937416,3,3,0.1,0.25
406,0.84,1.0,0.10454027,3,3,0.1,0.25
407,1.0,1.0,0.001022544,3,3,0.1,0.25
408,0.0,0.0,1.9977902,4,3,0.1,0.25
409,0.04,0.0,0.9977902,4,3,0.1,0.25
410,0.04,0.125,0.99732083,4,3,0.1,0.25
411,0.08,0.125,0.9972812,4,3,0.1,0.25
412,0.08,0.25,0.9961855,4,3,0.1,0.25
413,0.16,0.25,0.97156066,4,3,0.1,0.25
414,0.16,0.375,0.96484303,4,3,0.1,0.25
415,0.24,0.375,0.9038665,4,3,0.1,0.25
416,0.24,0.625,0.87020856,4,3,0.1,0.25
417,0.32,0.625,0.65408385,4,3,0.1,0.25
418,0.32,0.75,0.61850876,4,3,0.1,0.25
419,0.44,0.75,0.5119596,4,3,0.1,0.25
420,0.44,0.875,0.49998116,4,3,0.1,0.25
421,0.84,0.875,0.24524198,4,3,0.1,0.25
422,0.84,1.0,0.11257933,4,3,0.1,0.25
423,1.0,1.0,0.0010478925,4,3,0.1,0.25
424,0.0,0.0,1.9955499,5,3,0.1,0.25
425,0.0,0.125,0.9955499,5,3,0.1,0.25
426,0.08,0.125,0.9953017,5,3,0.1,0.25
427,0.08,0.25,0.9939021,5,3,0.1,0.25
428,0.16,0.25,0.9562639,5,3,0.1,0.25
429,0.16,0.375,0.94841504,5,3,0.1,0.25
430,0.2,0.375,0.8951069,5,3,0.1,0.25
431,0.2,0.625,0.8687032,5,3,0.1,0.25
432,0.36,0.625,0.6318217,5,3,0.1,0.25
433,0.36,0.75,0.60428226,5,3,0.1,0.25
434,0.48,0.75,0.45477578,5,3,0.1,0.25
435,0.48,0.875,0.42261583,5,3,0.1,0.25
436,0.84,0.875,0.22538447,5,3,0.1,0.25
437,0.84,1.0,0.12453208,5,3,0.1,0.25
438,1.0,1.0,0.0017632733,5,3,0.1,0.25
439,0.0,0.0,1.9984288,1,4,0.1,0.05
440,0.03125,0.0,0.9984289,1,4,0.1,0.05
441,0.0625,0.0,0.9981388,1,4,0.1,0.05
442,0.0625,1.0,0.9926708,1,4,0.1,0.05
443,1.0,1.0,0.0009749417,1,4,0.1,0.05
444,0.0,0.0,1.9973373,2,4,0.1,0.05
445,0.03125,0.0,0.9973374,2,4,0.1,0.05
446,0.09375,0.0,0.99455535,2,4,0.1,0.05
447,0.09375,1.0,0.99392503,2,4,0.1,0.05
448,1.0,1.0,0.0005515187,2,4,0.1,0.05
449,0.0,0.0,1.9988172,3,4,0.1,0.05
450,0.03125,0.0,0.99881727,3,4,0.1,0.05
451,0.0625,0.0,0.9985623,3,4,0.1,0.05
452,0.0625,1.0,0.99092454,3,4,0.1,0.05
453,1.0,1.0,0.0011134656,3,4,0.1,0.05
454,0.0,0.0,1.9990406,4,4,0.1,0.05
455,0.03125,0.0,0.99904066,4,4,0.1,0.05
456,0.0625,0.0,0.99859244,4,4,0.1,0.05
457,0.0625,1.0,0.9952964,4,4,0.1,0.05
458,1.0,1.0,0.00062494306,4,4,0.1,0.05
459,0.0,0.0,1.9993663,5,4,0.1,0.05
460,0.03125,0.0,0.9993662,5,4,0.1,0.05
461,0.09375,0.0,0.9983652,5,4,0.1,0.05
462,0.09375,1.0,0.996854,5,4,0.1,0.05
463,1.0,1.0,0.0007244197,5,4,0.1,0.05
464,0.0,0.0,1.9998133,1,4,0.1,0.1
465,0.03333333333333333,0.0,0.99981326,1,4,0.1,0.1
466,0.36666666666666664,0.0,0.8512244,1,4,0.1,0.1
467,0.36666666666666664,0.3333333333333333,0.848765,1,4,0.1,0.1
468,0.6333333333333333,0.3333333333333333,0.6282358,1,4,0.1,0.1
