,fpr,tpr,threshold,eval,k,train_split,quantile
469,0.6333333333333333,0.6666666666666666,0.5481869,1,4,0.1,0.1
470,0.9666666666666667,0.6666666666666666,0.015792765,1,4,0.1,0.1
471,0.9666666666666667,1.0,0.0107674375,1,4,0.1,0.1
472,1.0,1.0,0.0011869973,1,4,0.1,0.1
473,0.0,0.0,1.999778,2,4,0.1,0.1
474,0.03333333333333333,0.0,0.9997781,2,4,0.1,0.1
475,0.36666666666666664,0.0,0.86541754,2,4,0.1,0.1
476,0.36666666666666664,0.3333333333333333,0.8493427,2,4,0.1,0.1
477,0.6666666666666666,0.3333333333333333,0.50999445,2,4,0.1,0.1
478,0.6666666666666666,0.6666666666666666,0.50941724,2,4,0.1,0.1
479,0.9666666666666667,0.6666666666666666,0.015704954,2,4,0.1,0.1
480,0.9666666666666667,1.0,0.007867955,2,4,0.1,0.1
481,1.0,1.0,0.0009662124,2,4,0.1,0.1
482,0.0,0.0,1.9995604,3,4,0.1,0.1
483,0.03333333333333333,0.0,0.9995603,3,4,0.1,0.1
484,0.4,0.0,0.80630094,3,4,0.1,0.1
485,0.4,0.3333333333333333,0.8050547,3,4,0.1,0.1
486,0.6,0.3333333333333333,0.49984497,3,4,0.1,0.1
487,0.6,0.6666666666666666,0.4257753,3,4,0.1,0.1
488,0.9666666666666667,0.6666666666666666,0.008729488,3,4,0.1,0.1
489,0.9666666666666667,1.0,0.008256174,3,4,0.1,0.1
490,1.0,1.0,0.001071379,3,4,0.1,0.1
491,0.0,0.0,1.9991097,4,4,0.1,0.1
492,0.03333333333333333,0.0,0.9991097,4,4,0.1,0.1
493,0.36666666666666664,0.0,0.8193467,4,4,0.1,0.1
494,0.36666666666666664,0.3333333333333333,0.81063426,4,4,0.1,0.1
495,0.5666666666666667,0.3333333333333333,0.5680066,4,4,0.1,0.1
496,0.5666666666666667,0.6666666666666666,0.48285034,4,4,0.1,0.1
497,0.9333333333333333,0.6666666666666666,0.020062042,4,4,0.1,0.1
498,0.9333333333333333,1.0,0.015118882,4,4,0.1,0.1
499,1.0,1.0,0.0018965752,4,4,0.1,0.1
500,0.0,0.0,1.9995985,5,4,0.1,0.1
501,0.03333333333333333,0.0,0.99959856,5,4,0.1,0.1
502,0.5,0.0,0.8384272,5,4,0.1,0.1
503,0.5,0.3333333333333333,0.8059818,5,4,0.1,0.1
504,0.6333333333333333,0.3333333333333333,0.6082429,5,4,0.1,0.1
505,0.6333333333333333,0.6666666666666666,0.55032814,5,4,0.1,0.1
506,0.9666666666666667,0.6666666666666666,0.014877361,5,4,0.1,0.1
507,0.9666666666666667,1.0,0.0127285905,5,4,0.1,0.1
508,1.0,1.0,0.0020899791,5,4,0.1,0.1
509,0.0,0.0,1.9995065,1,4,0.1,0.25
510,0.04,0.0,0.9995065,1,4,0.1,0.25
511,0.12,0.0,0.9975731,1,4,0.1,0.25
512,0.12,0.125,0.99671775,1,4,0.1,0.25
513,0.16,0.125,0.9963582,1,4,0.1,0.25
514,0.16,0.25,0.9948926,1,4,0.1,0.25
515,0.2,0.25,0.978933,1,4,0.1,0.25
516,0.2,0.5,0.90743876,1,4,0.1,0.25
517,0.24,0.5,0.88673246,1,4,0.1,0.25
518,0.24,0.625,0.8822337,1,4,0.1,0.25
519,0.36,0.625,0.85070276,1,4,0.1,0.25
520,0.36,0.75,0.8234639,1,4,0.1,0.25
521,0.52,0.75,0.77527934,1,4,0.1,0.25
522,0.52,0.875,0.7598599,1,4,0.1,0.25
523,0.72,0.875,0.64013565,1,4,0.1,0.25
524,0.72,1.0,0.62817776,1,4,0.1,0.25
525,1.0,1.0,0.0016305038,1,4,0.1,0.25
526,0.0,0.0,1.9993632,2,4,0.1,0.25
527,0.04,0.0,0.9993631,2,4,0.1,0.25
528,0.12,0.0,0.9971722,2,4,0.1,0.25
529,0.12,0.25,0.99576485,2,4,0.1,0.25
530,0.2,0.25,0.97822297,2,4,0.1,0.25
531,0.2,0.625,0.9244113,2,4,0.1,0.25
532,0.36,0.625,0.8704892,2,4,0.1,0.25
533,0.36,0.75,0.84936696,2,4,0.1,0.25
534,0.56,0.75,0.79359263,2,4,0.1,0.25
535,0.56,0.875,0.7892661,2,4,0.1,0.25
536,0.64,0.875,0.73541445,2,4,0.1,0.25
537,0.64,1.0,0.7140128,2,4,0.1,0.25
538,1.0,1.0,0.0011417283,2,4,0.1,0.25
539,0.0,0.0,1.9991806,3,4,0.1,0.25
540,0.04,0.0,0.9991805,3,4,0.1,0.25
541,0.12,0.0,0.9963123,3,4,0.1,0.25
542,0.12,0.125,0.9962418,3,4,0.1,0.25
543,0.16,0.125,0.995103,3,4,0.1,0.25
544,0.16,0.25,0.9936706,3,4,0.1,0.25
545,0.2,0.25,0.9754313,3,4,0.1,0.25
546,0.2,0.375,0.9610894,3,4,0.1,0.25
547,0.28,0.375,0.91242886,3,4,0.1,0.25
548,0.28,0.625,0.89712197,3,4,0.1,0.25
549,0.32,0.625,0.8945284,3,4,0.1,0.25
550,0.32,0.75,0.88989776,3,4,0.1,0.25
551,0.6,0.75,0.8189001,3,4,0.1,0.25
552,0.6,0.875,0.8040724,3,4,0.1,0.25
553,0.72,0.875,0.7830516,3,4,0.1,0.25
554,0.72,1.0,0.7498982,3,4,0.1,0.25
555,1.0,1.0,0.0017564344,3,4,0.1,0.25
556,0.0,0.0,1.999247,4,4,0.1,0.25
557,0.04,0.0,0.99924695,4,4,0.1,0.25
558,0.12,0.0,0.99676704,4,4,0.1,0.25
559,0.12,0.125,0.99653816,4,4,0.1,0.25
560,0.16,0.125,0.99536246,4,4,0.1,0.25
561,0.16,0.25,0.9946554,4,4,0.1,0.25
562,0.2,0.25,0.9741795,4,4,0.1,0.25
563,0.2,0.75,0.90850794,4,4,0.1,0.25
564,0.44,0.75,0.86680746,4,4,0.1,0.25
565,0.44,0.875,0.83909476,4,4,0.1,0.25
566,0.6,0.875,0.7774815,4,4,0.1,0.25
567,0.6,1.0,0.7603965,4,4,0.1,0.25
568,1.0,1.0,0.0021063196,4,4,0.1,0.25
569,0.0,0.0,1.9987438,5,4,0.1,0.25
570,0.04,0.0,0.99874383,5,4,0.1,0.25
571,0.08,0.0,0.9985512,5,4,0.1,0.25
572,0.08,0.25,0.99545985,5,4,0.1,0.25
573,0.2,0.25,0.96405077,5,4,0.1,0.25
574,0.2,0.625,0.9315345,5,4,0.1,0.25
575,0.32,0.625,0.8749466,5,4,0.1,0.25
576,0.32,0.75,0.86160517,5,4,0.1,0.25
577,0.56,0.75,0.79862744,5,4,0.1,0.25
578,0.56,0.875,0.7886321,5,4,0.1,0.25
579,0.64,0.875,0.77788746,5,4,0.1,0.25
580,0.64,1.0,0.73329735,5,4,0.1,0.25
581,1.0,1.0,0.0015551316,5,4,0.1,0.25
