1,2,1,3
1,2,2,3
1,2,10,11
1,3,2,3
1,3,10,11
2,3,10,11
3,4,3,5
3,4,10,11
3,5,10,11
4,5,10,11
4,6,10,11
5,6,10,11
5,7,10,11
6,7,10,11
6,8,7,9
6,8,8,10
6,8,9,10
6,8,10,11
7,9,8,10
7,9,9,10
7,9,10,11
8,10,9,10
8,10,10,11
9,10,10,11
