id_subsistema_terminalde;nom_subsistema_terminalde;id_subsistema_terminalpara;nom_subsistema_terminalpara;id_estado_terminalde;nom_estado_de;id_estado_terminalpara;nom_estado_para;nom_subestacao_de;nom_subestacao_para;val_niveltensao_kv;nom_tipoderede;nom_tipolinha;nom_agenteproprietario;nom_linhadetransmissao;dat_entradaoperacao;dat_desativacao;val_comprimento
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;ARAPIRACA III;PENEDO;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV ARAPIRACA III        / PENEDO               C S9 AL;2013-06-09;;89.4
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;ARAPIRACA III;RIO LARGO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV ARAPIRACA III        / RIO LARGO II         C F1 AL;2013-06-09;;124.4
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;MACEIO;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / MACEIO               C S6 AL;2002-11-10;;26.5
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;MACEIO;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / MACEIO               C S7 AL;2002-12-15;;26.5
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;MACEIO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / MACEIO II            C M1 AL;2019-02-17;;19.71
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;MACEIO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / MACEIO II            C M2 AL;2019-03-01;;19.71
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;RIO LARGO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / RIO LARGO II         C S3 AL;2000-02-06;;11.9
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;RIO LARGO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / RIO LARGO II         C S4 AL;1990-12-31;;11.9
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;MESSIAS;RIO LARGO II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV MESSIAS              / RIO LARGO II         C S5 AL;1990-12-31;;11.6
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;AL;ALAGOAS;RIO LARGO II;PENEDO;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV RIO LARGO II         / PENEDO               C S9 AL;1990-12-31;2013-06-09;122.7
NE;NORDESTE;NE;NORDESTE;AL;ALAGOAS;PE;PERNAMBUCO;SANTANA II;ANGELIM;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV SANTANA II           / ANGELIM              C Z9 AL/PE;2021-09-21;;155.91
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;BALBINA;CRISTIANO ROCHA;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV BALBINA              / CRISTIANO ROCHA      C 1  AM;2006-11-06;;180.0
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;BALBINA;LECHUGA;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV BALBINA              / LECHUGA              C 1  AM;2015-04-18;;160.26
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;BALBINA;MANAUS;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;AMAZONAS ENERGIA;LT  230 kV BALBINA              / MANAUS               C 1  AM;1989-05-09;2006-11-06;180.344
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;BALBINA;MANAUS;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;AMAZONAS GT;LT  230 kV BALBINA              / MANAUS               C 2  AM;1990-12-31;2015-04-07;180.0
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;CRISTIANO ROCHA;LECHUGA;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV CRISTIANO ROCHA      / LECHUGA              C 1  AM;2013-07-09;;5.425
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;CRISTIANO ROCHA;MANAUS;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;AMAZONAS GT;LT  230 kV CRISTIANO ROCHA      / MANAUS               C 1  AM;2006-11-06;2013-07-09;22.704
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;JORG.TEIXEIRA;LECHUGA;230.0;BASICA;LINHA DE TRANSMISSÃO;ELETRONORTE;LT  230 kV JORG.TEIXEIRA        / LECHUGA              C 1  AM;2014-03-14;;30.0
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;JORG.TEIXEIRA;LECHUGA;230.0;BASICA;LINHA DE TRANSMISSÃO;ELETRONORTE;LT  230 kV JORG.TEIXEIRA        / LECHUGA              C 2  AM;2014-03-14;;30.0
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;JORG.TEIXEIRA;LECHUGA;230.0;BASICA;LINHA DE TRANSMISSÃO;ELETRONORTE;LT  230 kV JORG.TEIXEIRA        / LECHUGA              C 3  AM;2019-09-15;;30.0
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;JORG.TEIXEIRA;MAUA III;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV JORG.TEIXEIRA        / MAUA III             C 1  AM;2014-06-01;;29.5
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;JORG.TEIXEIRA;MAUA III;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV JORG.TEIXEIRA        / MAUA III             C 2  AM;2014-06-01;;29.5
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;LECHUGA;MANAUS;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV LECHUGA              / MANAUS               C 1  AM;2013-07-09;;19.74
N;NORTE;N;NORTE;AM;AMAZONAS;AM;AMAZONAS;LECHUGA;MANAUS;230.0;BASICA;LINHA DE TRANSMISSÃO;ENERGISA AMAZONAS;LT  230 kV LECHUGA              / MANAUS               C 2  AM;2015-04-07;;19.74
N;NORTE;;;AM;AMAZONAS;;;PR.FIGUEIREDO;;230.0;BASICA;RAMAL DE LINHA;ENERGISA AMAZONAS;RL  230 kV PR.FIGUEIREDO        /    DFG C  1 AM;1990-12-31;;0.124
N;NORTE;N;NORTE;AP;AMAPA;AP;AMAPA;C.CALDEIRAO;FERREI.GOMES;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CACHOEIRA CALDEIRAO;LT  230 kV C.CALDEIRAO          / FERREI.GOMES         C 1  AP;2016-05-05;;10.0
N;NORTE;N;NORTE;AP;AMAPA;AP;AMAPA;FERREI.GOMES;MACAPA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;FERREIRA GOMES;LT  230 kV FERREI.GOMES         / MACAPA               C 1  AP;2014-10-08;;93.0
N;NORTE;N;NORTE;AP;AMAPA;AP;AMAPA;LARANJAL;MACAPA;230.0;BASICA;LINHA DE TRANSMISSÃO;LMTE;LT  230 kV LARANJAL             / MACAPA               C 1  AP;2014-01-21;;244.0
N;NORTE;N;NORTE;AP;AMAPA;AP;AMAPA;LARANJAL;MACAPA;230.0;BASICA;LINHA DE TRANSMISSÃO;LMTE;LT  230 kV LARANJAL             / MACAPA               C 2  AP;2014-01-21;;244.0
N;NORTE;N;NORTE;AP;AMAPA;AP;AMAPA;LARANJAL;STO.ANT.JARI;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CEJA;LT  230 kV LARANJAL             / STO.ANT.JARI         C 1  AP;2014-08-25;;19.6
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;APOLONIO SALES;P.AFONSO III;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV APOLONIO SALES       / P.AFONSO III         C M1 BA;1990-12-31;;6.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;APOLONIO SALES;P.AFONSO III;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV APOLONIO SALES       / P.AFONSO III         C M2 BA;1990-12-31;;6.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;ARACAS;IGAPORA II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;EOL DOS ARAÇAS;LT  230 kV ARACAS               / IGAPORA II           C P3 BA;2014-10-11;;9.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;B.JESUS LAPA;BARREIRAS;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV B.JESUS LAPA         / BARREIRAS            C L1 BA;1990-12-31;2019-05-26;233.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;B.JESUS LAPA;BROTAS.MACAUBAS;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV B.JESUS LAPA         / BROTAS.MACAUBAS      C F5 BA;2012-06-17;;210.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;B.JESUS LAPA;LAPA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;NOVA LAPA SOLAR;LT  230 kV B.JESUS LAPA         / LAPA                 C P1 BA;2017-06-30;;0.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;B.JESUS LAPA;TABOCAS BRJ VLH;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV B.JESUS LAPA         / TABOCAS BRJ VLH      C L1 BA;2019-05-29;;123.56
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BABILONIA;MORRO CHAPEU II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;BABILONIA III;LT  230 kV BABILONIA            / MORRO CHAPEU II      C P5 BA;2018-11-14;;93.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BARREIRAS;BARREIRAS II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV BARREIRAS            / BARREIRAS II         C V2 BA;2019-05-26;;20.66
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BARREIRAS;RIO GRANDE II;230.0;BASICA;LINHA DE TRANSMISSÃO;SPEDRO;LT  230 kV BARREIRAS            / RIO GRANDE II        C L4 BA;2017-05-28;;109.98
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BARREIRAS II;RIO GRANDE II;230.0;BASICA;LINHA DE TRANSMISSÃO;SPEDRO;LT  230 kV BARREIRAS II         / RIO GRANDE II        C 1  BA;2017-05-28;;111.15
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BARREIRAS II;TABOCAS BRJ VLH;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV BARREIRAS II         / TABOCAS BRJ VLH      C V1 BA;2019-05-26;;96.17
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BOM.JES.LAPA II;B.JESUS LAPA;230.0;BASICA;LINHA DE TRANSMISSÃO;TAESA;LT  230 kV BOM.JES.LAPA II      / B.JESUS LAPA         C F3 BA;2003-03-04;;1.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BOM.JES.LAPA II;B.JESUS LAPA;230.0;BASICA;LINHA DE TRANSMISSÃO;TAESA;LT  230 kV BOM.JES.LAPA II      / B.JESUS LAPA         C F4 BA;2003-03-04;;1.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BOM.JES.LAPA II;IGAPORA II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV BOM.JES.LAPA II      / IGAPORA II           C F6 BA;2014-05-30;;115.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BROTAS.MACAUBAS;GENTIO OURO II;230.0;BASICA;LINHA DE TRANSMISSÃO;TJMME;LT  230 kV BROTAS.MACAUBAS      / GENTIO OURO II       C F6 BA;2018-07-06;;128.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BROTAS.MACAUBAS;IRECE;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV BROTAS.MACAUBAS      / IRECE                C F2 BA;2012-06-17;;135.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BRUMADO II;CRISTALANDIA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CRISTALANDIA I;LT  230 kV BRUMADO II           / CRISTALANDIA         C P1 BA;2017-09-01;;25.595
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BRUMADO II;FUNIL;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV BRUMADO II           / FUNIL                C F4 BA;2002-12-15;2009-09-13;263.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BRUMADO II;IBICOARA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV BRUMADO II           / IBICOARA             C F5 BA;2012-03-31;;105.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;BRUMADO II;POCOES II;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV BRUMADO II           / POCOES II            C F6 BA;2019-10-27;;146.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAETITE 123;IGAPORA II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CAETITÉ 2;LT  230 kV CAETITE 123          / IGAPORA II           C P1 BA;2014-10-03;;23.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAETITE A;IGAPORA II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CAETITE A;LT  230 kV CAETITE A            / IGAPORA II           C P4 BA;2015-09-09;;21.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;COTEGIPE;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / COTEGIPE             C M5 BA;1990-12-31;;22.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;COTEGIPE;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / COTEGIPE             C M6 BA;1990-12-31;2014-05-31;22.9
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;FORD;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI II          / FORD                 C C1 BA;1990-12-31;2006-06-02;0.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;G.MANGABEIRA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / G.MANGABEIRA         C C6 BA;2016-02-04;;83.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;G.MANGABEIRA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / G.MANGABEIRA         C C7 BA;1990-12-31;;83.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;JACARACANGA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / JACARACANGA          C C3 BA;1990-12-31;2014-08-29;19.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;JACARACANGA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / JACARACANGA          C C4 BA;1990-12-31;2014-08-08;19.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;MATATU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / MATATU               C M7 BA;1990-12-31;;47.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;PITUACU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / PITUACU              C M8 BA;1990-12-31;2014-05-04;39.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;PITUACU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / PITUACU              C M9 BA;2002-01-13;;39.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI II          / POLO                 C C1 BA;2009-11-24;2015-01-18;11.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI II          / POLO                 C C2 BA;2009-08-02;2015-01-19;10.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;TOMBA;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI II          / TOMBA                C S1 BA;1990-12-31;2016-02-02;121.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI II;US.CAMACARI;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI II          / US.CAMACARI          C V1 BA;1990-12-31;2018-10-05;1.4
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;COTEGIPE;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI IV          / COTEGIPE             C M6 BA;2014-05-31;;0.55
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;JACARACANGA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI IV          / JACARACANGA          C C3 BA;2014-08-31;;19.6
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;JACARACANGA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI IV          / JACARACANGA          C C4 BA;2014-08-10;;19.6
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;PITUACU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMACARI IV          / PITUACU              C M8 BA;2014-05-04;;40.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI IV          / POLO                 C C1 BA;2015-01-18;;10.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMACARI IV;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV CAMACARI IV          / POLO                 C C2 BA;2015-01-19;;10.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMPO FORMOSO;IRECE;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMPO FORMOSO        / IRECE                C F1 BA;2015-10-10;2018-06-01;158.06
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMPO FORMOSO;SR.BONFIM II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CAMPO FORMOSO        / SR.BONFIM II         C C1 BA;2015-10-10;;64.65
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMPO LARGO;OUROLANDIA II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CLWP EÓLICA I;LT  230 kV CAMPO LARGO          / OUROLANDIA II        C P1 BA;2018-07-04;;51.45
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CAMPO LARGO;OUROLANDIA II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CLWP EÓLICA I;LT  230 kV CAMPO LARGO          / OUROLANDIA II        C P2 BA;2018-10-06;;51.45
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CASA NOVA II;U.SOBRADINHO;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CASA NOVA II         / U.SOBRADINHO         C S3 BA;2017-12-09;;66.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CATU;CAMACARI II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CATU                 / CAMACARI II          C M1 BA;1990-12-31;2014-10-12;25.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CATU;CAMACARI II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CATU                 / CAMACARI II          C M2 BA;1990-12-31;2014-11-01;25.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CATU;CAMACARI IV;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CATU                 / CAMACARI IV          C M1 BA;2014-10-12;;25.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CATU;CAMACARI IV;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CATU                 / CAMACARI IV          C M2 BA;2014-11-04;;25.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CATU;G.MANGABEIRA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CATU                 / G.MANGABEIRA         C M3 BA;1990-12-31;;77.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CICERO DANTAS;CATU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CICERO DANTAS        / CATU                 C L2 BA;1990-12-31;;200.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;CICERO DANTAS;CATU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV CICERO DANTAS        / CATU                 C L3 BA;1990-12-31;;201.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;COTEGIPE;JACARACANGA;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV COTEGIPE             / JACARACANGA          C L3 BA;1990-12-31;;15.2
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;COTEGIPE;MATATU;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV COTEGIPE             / MATATU               C L4 BA;1990-12-31;;30.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;COTEGIPE;R.D.MANGANES;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV COTEGIPE             / R.D.MANGANES         C L2 BA;2005-01-04;;2.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;COTEGIPE;SIBRA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV COTEGIPE             / SIBRA                C L2 BA;1990-12-31;2005-01-04;2.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;COTEGIPE;USIBA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV COTEGIPE             / USIBA                C L1 BA;1990-12-31;;6.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;DELFINA;JUAZEIRO II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;EOL DELFINA A;LT  230 kV DELFINA              / JUAZEIRO II          C P1 BA;2017-10-31;;90.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;EUNAPOLIS;TEIX FREITAS II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV EUNAPOLIS            / TEIX FREITAS II      C N5 BA;2019-05-26;;152.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;EUNAPOLIS;TEIX FREITAS II;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV EUNAPOLIS            / TEIX FREITAS II      C N6 BA;2019-04-01;;152.0
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FOLHA LARGA;SR.BONFIM II;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;SÃO JANUÁRIO 01;LT  230 kV FOLHA LARGA          / SR.BONFIM II         C P1 BA;2020-05-14;;33.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FOLHA LARGA SUL;FOLHA LARGA;230.0;COMPLEMENTAR;LINHA DE TRANSMISSÃO;SÃO BENTO;LT  230 kV FOLHA LARGA SUL      / FOLHA LARGA          C L1 BA;2020-05-14;;17.6
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FORD;CAMACARI II;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV FORD                 / CAMACARI II          C C1 BA;1990-12-31;2009-11-24;11.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FORD;CAMACARI II;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV FORD                 / CAMACARI II          C C2 BA;1990-12-31;2009-08-02;11.7
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FORD;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV FORD                 / POLO                 C P1 BA;2009-11-24;;0.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FORD;POLO;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV FORD                 / POLO                 C P2 BA;2009-08-02;;0.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FUNIL;EUNAPOLIS;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV FUNIL                / EUNAPOLIS            C F6 BA;1998-09-27;2003-01-26;234.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FUNIL;EUNAPOLIS;230.0;BASICA;LINHA DE TRANSMISSÃO;CHESF;LT  230 kV FUNIL                / EUNAPOLIS            C F7 BA;1999-06-20;2003-02-02;234.5
NE;NORDESTE;NE;NORDESTE;BA;BAHIA;BA;BAHIA;FUNIL;ITAGIBA;230.0;BASICA;LINHA DE TRANSMISSÃO;AFLUENTE TRANSMISSÃO;LT  230 kV FUNIL                / ITAGIBA              C F4 BA;2009-09-13;;29.0
