1,2,136.66322860415633
1,3,143.81878415971198
2,3,143.81878415971198
3,4,165.90523973163147
3,5,178.40727540500743
4,5,217.08065292096225
4,6,205.36357388316142
5,6,227.64730322369502
5,7,194.92920962199315
6,7,204.94746359024714
6,8,123.77741122565864
7,9,116.2410996563574
8,10,112.11585337915231
9,10,102.30586483390607
10,11,0.0
