1,2,1,3,2,3,3,4
1,2,1,3,2,3,3,5
1,2,1,3,2,3,4,5
1,2,1,3,2,3,4,6
1,2,1,3,2,3,5,6
1,2,1,3,2,3,5,7
1,2,1,3,2,3,6,7
1,2,1,3,2,3,6,8
1,2,1,3,2,3,7,9
1,2,1,3,2,3,8,10
1,2,1,3,2,3,9,10
1,2,1,3,2,3,10,11
1,2,1,3,3,4,3,5
1,2,1,3,3,4,4,5
1,2,1,3,3,4,4,6
1,2,1,3,3,4,5,6
1,2,1,3,3,4,5,7
1,2,1,3,3,4,6,7
1,2,1,3,3,4,6,8
1,2,1,3,3,4,7,9
1,2,1,3,3,4,8,10
1,2,1,3,3,4,9,10
1,2,1,3,3,4,10,11
1,2,1,3,3,5,4,5
1,2,1,3,3,5,4,6
1,2,1,3,3,5,5,6
1,2,1,3,3,5,5,7
1,2,1,3,3,5,6,7
1,2,1,3,3,5,6,8
1,2,1,3,3,5,7,9
1,2,1,3,3,5,8,10
1,2,1,3,3,5,9,10
1,2,1,3,3,5,10,11
1,2,1,3,4,5,4,6
1,2,1,3,4,5,5,6
1,2,1,3,4,5,5,7
1,2,1,3,4,5,6,7
1,2,1,3,4,5,6,8
1,2,1,3,4,5,7,9
1,2,1,3,4,5,8,10
1,2,1,3,4,5,9,10
1,2,1,3,4,5,10,11
1,2,1,3,4,6,5,6
1,2,1,3,4,6,5,7
1,2,1,3,4,6,6,7
1,2,1,3,4,6,6,8
1,2,1,3,4,6,7,9
1,2,1,3,4,6,8,10
1,2,1,3,4,6,9,10
1,2,1,3,4,6,10,11
1,2,1,3,5,6,5,7
1,2,1,3,5,6,6,7
1,2,1,3,5,6,6,8
1,2,1,3,5,6,7,9
1,2,1,3,5,6,8,10
1,2,1,3,5,6,9,10
1,2,1,3,5,6,10,11
1,2,1,3,5,7,6,7
1,2,1,3,5,7,6,8
1,2,1,3,5,7,7,9
1,2,1,3,5,7,8,10
1,2,1,3,5,7,9,10
1,2,1,3,5,7,10,11
1,2,1,3,6,7,6,8
1,2,1,3,6,7,7,9
1,2,1,3,6,7,8,10
1,2,1,3,6,7,9,10
1,2,1,3,6,7,10,11
1,2,1,3,6,8,7,9
1,2,1,3,6,8,8,10
1,2,1,3,6,8,9,10
1,2,1,3,6,8,10,11
1,2,1,3,7,9,8,10
1,2,1,3,7,9,9,10
1,2,1,3,7,9,10,11
1,2,1,3,8,10,9,10
1,2,1,3,8,10,10,11
1,2,1,3,9,10,10,11
1,2,2,3,3,4,3,5
