,tol_inf,tol_sup,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
729,0.2,0.7,0.2,64,0.9807692307692307,0.8225806451612904,0.8947368421052632,62,0.45,0.9,0.6,10,0.7153846153846154,0.8612903225806452,0.7473684210526316,72,0.907051282051282,0.8333333333333334,0.8538011695906432,72,0.8333333333333334
730,0.2,0.7,0.2,64,0.96,0.7741935483870968,0.8571428571428571,62,0.36363636363636365,0.8,0.5000000000000001,10,0.6618181818181819,0.7870967741935484,0.6785714285714286,72,0.8771717171717172,0.7777777777777778,0.8075396825396824,72,0.7777777777777778
731,0.2,0.7,0.2,64,0.9193548387096774,0.9193548387096774,0.9193548387096774,62,0.5,0.5,0.5,10,0.7096774193548387,0.7096774193548387,0.7096774193548387,72,0.8611111111111112,0.8611111111111112,0.8611111111111112,72,0.8611111111111112
732,0.2,0.7,0.2,64,0.8709677419354839,0.8709677419354839,0.8709677419354839,62,0.2,0.2,0.20000000000000004,10,0.535483870967742,0.535483870967742,0.535483870967742,72,0.7777777777777778,0.7777777777777778,0.7777777777777778,72,0.7777777777777778
733,0.2,0.7,0.2,64,1.0,0.41935483870967744,0.5909090909090909,62,0.21739130434782608,1.0,0.3571428571428571,10,0.6086956521739131,0.7096774193548387,0.474025974025974,72,0.891304347826087,0.5,0.5584415584415585,72,0.5
734,0.2,0.7,0.2,64,0.9787234042553191,0.7419354838709677,0.8440366972477064,62,0.36,0.9,0.5142857142857143,10,0.6693617021276596,0.8209677419354839,0.6791612057667104,72,0.892789598108747,0.7638888888888888,0.7982379496140964,72,0.7638888888888888
735,0.2,0.7,0.2,64,0.9193548387096774,0.9193548387096774,0.9193548387096774,62,0.5,0.5,0.5,10,0.7096774193548387,0.7096774193548387,0.7096774193548387,72,0.8611111111111112,0.8611111111111112,0.8611111111111112,72,0.8611111111111112
736,0.2,0.7,0.2,64,0.921875,0.9516129032258065,0.9365079365079365,62,0.625,0.5,0.5555555555555556,10,0.7734375,0.7258064516129032,0.746031746031746,72,0.8806423611111112,0.8888888888888888,0.8835978835978836,72,0.8888888888888888
737,0.2,0.7,0.2,64,1.0,0.6774193548387096,0.8076923076923077,62,0.3333333333333333,1.0,0.5,10,0.6666666666666666,0.8387096774193548,0.6538461538461539,72,0.9074074074074073,0.7222222222222222,0.764957264957265,72,0.7222222222222222
738,0.2,0.7,0.2,64,0.8970588235294118,0.9838709677419355,0.9384615384615386,62,0.75,0.3,0.4285714285714285,10,0.8235294117647058,0.6419354838709678,0.6835164835164835,72,0.8766339869281046,0.8888888888888888,0.8676434676434677,72,0.8888888888888888
