,fpr,tpr,threshold,eval,k,train_split,quantile
455,0.5,0.6666666666666666,0.8074839,4,4,0.1,0.1
456,0.5,1.0,0.7650605,4,4,0.1,0.1
457,1.0,1.0,0.0025822304,4,4,0.1,0.1
458,0.0,0.0,1.9979914,5,4,0.1,0.1
459,0.03333333333333333,0.0,0.99799144,5,4,0.1,0.1
460,0.03333333333333333,0.3333333333333333,0.9977635,5,4,0.1,0.1
461,0.16666666666666666,0.3333333333333333,0.98842317,5,4,0.1,0.1
462,0.16666666666666666,0.6666666666666666,0.98799545,5,4,0.1,0.1
463,0.4666666666666667,0.6666666666666666,0.8203262,5,4,0.1,0.1
464,0.4666666666666667,1.0,0.7903048,5,4,0.1,0.1
465,1.0,1.0,0.001461588,5,4,0.1,0.1
466,0.0,0.0,1.9983369,1,4,0.1,0.25
467,0.0,0.125,0.9983369,1,4,0.1,0.25
468,0.0,0.375,0.98849714,1,4,0.1,0.25
469,0.04,0.375,0.9675609,1,4,0.1,0.25
470,0.04,0.5,0.96163285,1,4,0.1,0.25
471,0.16,0.5,0.9452387,1,4,0.1,0.25
472,0.16,0.75,0.91811967,1,4,0.1,0.25
473,0.32,0.75,0.7853521,1,4,0.1,0.25
474,0.32,0.875,0.7571016,1,4,0.1,0.25
475,0.76,0.875,0.30089217,1,4,0.1,0.25
476,0.76,1.0,0.10733386,1,4,0.1,0.25
477,1.0,1.0,0.003180093,1,4,0.1,0.25
478,0.0,0.0,1.9987967,2,4,0.1,0.25
479,0.0,0.125,0.9987967,2,4,0.1,0.25
480,0.0,0.375,0.99035454,2,4,0.1,0.25
481,0.04,0.375,0.9739646,2,4,0.1,0.25
482,0.04,0.5,0.96839744,2,4,0.1,0.25
483,0.08,0.5,0.9683348,2,4,0.1,0.25
484,0.08,0.625,0.9613923,2,4,0.1,0.25
485,0.2,0.625,0.91653466,2,4,0.1,0.25
486,0.2,0.75,0.9155666,2,4,0.1,0.25
487,0.28,0.75,0.8637973,2,4,0.1,0.25
488,0.28,0.875,0.8405579,2,4,0.1,0.25
489,0.76,0.875,0.25197777,2,4,0.1,0.25
490,0.76,1.0,0.09360006,2,4,0.1,0.25
491,1.0,1.0,0.0046728123,2,4,0.1,0.25
492,0.0,0.0,1.9990977,3,4,0.1,0.25
493,0.0,0.125,0.9990977,3,4,0.1,0.25
494,0.0,0.375,0.9909135,3,4,0.1,0.25
495,0.12,0.375,0.95023847,3,4,0.1,0.25
496,0.12,0.5,0.9481465,3,4,0.1,0.25
497,0.16,0.5,0.94800705,3,4,0.1,0.25
498,0.16,0.625,0.9447203,3,4,0.1,0.25
499,0.2,0.625,0.8788343,3,4,0.1,0.25
500,0.2,0.75,0.8560173,3,4,0.1,0.25
501,0.36,0.75,0.7534548,3,4,0.1,0.25
502,0.36,0.875,0.7202628,3,4,0.1,0.25
503,0.76,0.875,0.23108041,3,4,0.1,0.25
504,0.76,1.0,0.052433282,3,4,0.1,0.25
505,1.0,1.0,0.002229571,3,4,0.1,0.25
506,0.0,0.0,1.9982252,4,4,0.1,0.25
507,0.0,0.125,0.99822515,4,4,0.1,0.25
508,0.0,0.375,0.9932018,4,4,0.1,0.25
509,0.12,0.375,0.96761817,4,4,0.1,0.25
510,0.12,0.625,0.9591012,4,4,0.1,0.25
511,0.2,0.625,0.92358655,4,4,0.1,0.25
512,0.2,0.75,0.89749795,4,4,0.1,0.25
513,0.4,0.75,0.867562,4,4,0.1,0.25
514,0.4,0.875,0.7599852,4,4,0.1,0.25
515,0.76,0.875,0.31003788,4,4,0.1,0.25
516,0.76,1.0,0.11595691,4,4,0.1,0.25
517,1.0,1.0,0.003917117,4,4,0.1,0.25
518,0.0,0.0,1.9989203,5,4,0.1,0.25
519,0.0,0.125,0.9989203,5,4,0.1,0.25
520,0.0,0.375,0.99286497,5,4,0.1,0.25
521,0.16,0.375,0.96393645,5,4,0.1,0.25
522,0.16,0.75,0.877972,5,4,0.1,0.25
523,0.48,0.75,0.7318266,5,4,0.1,0.25
524,0.48,0.875,0.72479033,5,4,0.1,0.25
525,0.76,0.875,0.13730681,5,4,0.1,0.25
526,0.76,1.0,0.0571696,5,4,0.1,0.25
527,1.0,1.0,0.0019898922,5,4,0.1,0.25
