,embedding_d,channels,train_split,mse,mae,r2
0,2,4,0.2,0.114566185,0.24105018,0.01691346823371298
1,2,4,0.2,0.13388148,0.27209306,-0.1642400435136795
2,2,4,0.2,0.13204545,0.3224815,-0.5110074332184023
3,2,4,0.2,0.16775322,0.30500865,-0.37757715252563395
4,2,4,0.2,0.11597826,0.2714004,-0.080595785651431
5,2,4,0.2,0.13773093,0.2926235,-0.11074602911876918
6,2,4,0.2,0.13622893,0.31195652,-0.16722909563461985
7,2,4,0.2,0.093964405,0.24591413,0.1392292577503893
8,2,4,0.2,0.1237664,0.27342954,-0.08323214731137951
9,2,4,0.2,0.18828376,0.334919,-0.7628475322796748
10,2,4,0.2,0.11210977,0.29132372,0.00043519686117798884
11,2,4,0.2,0.2358026,0.40740028,-1.07618783609884
12,2,4,0.2,0.122384705,0.29433593,-0.12059265809253716
13,2,4,0.2,0.12110702,0.25505698,-0.06915922451864387
14,2,4,0.2,0.08347263,0.23460379,0.30240207159467525
15,2,4,0.2,0.12853888,0.31656384,-0.12055679737074132
16,2,4,0.2,0.09844207,0.25933933,0.06152485832056942
17,2,4,0.2,0.1181972,0.3098245,-0.20066774054130176
18,2,4,0.2,0.12715031,0.28365424,-0.05922746247732147
19,2,4,0.2,0.14925157,0.30421332,-0.34839504228422236
20,2,4,0.2,0.12182031,0.29402974,-0.08711496092523263
21,2,4,0.2,0.10856295,0.2799029,0.06068018693676014
22,2,4,0.2,0.2968344,0.46117392,-2.0864520105391833
23,2,4,0.2,0.09394767,0.25482047,0.09669088405127435
24,2,4,0.2,0.13751343,0.28145137,-0.16341532597013964
25,2,4,0.2,0.14773673,0.32185936,-0.3150426091024452
26,2,4,0.2,0.17440037,0.32139555,-0.7214669304732746
27,2,4,0.2,0.118692085,0.29735437,-0.10439959158136669
28,2,4,0.2,0.11663342,0.25855836,-0.02736923586994644
29,2,4,0.2,0.13881858,0.27990854,-0.19607783920433142
30,2,4,0.2,0.078150265,0.2229395,0.2536520091954896
31,2,4,0.2,0.15975535,0.3156195,-0.5368717772742246
32,2,4,0.2,0.15845382,0.30711648,-0.33330103547715617
33,2,4,0.2,0.1069159,0.2821824,-0.0231880332510499
34,2,4,0.2,0.11400067,0.29795715,-0.050960319356797124
35,2,4,0.2,0.16589187,0.32761294,-0.5194415819445894
36,2,4,0.2,0.14862347,0.31393063,-0.25586338663681873
37,2,4,0.2,0.19861707,0.3518749,-0.7181570918965343
38,2,4,0.2,0.15983312,0.31390503,-0.3295912229849698
39,2,4,0.2,0.0957194,0.25521657,0.13353275236469853
40,2,4,0.2,0.11859159,0.28033197,0.010535290379810491
41,2,4,0.2,0.12592894,0.31743884,-0.16427122805740746
42,2,4,0.2,0.09309374,0.2277249,0.1462793844332988
43,2,4,0.2,0.12152289,0.28654408,-0.02510981502115528
44,2,4,0.2,0.14631167,0.31211078,-0.336829510241629
45,2,4,0.2,0.098136805,0.26073208,0.048702476487565205
46,2,4,0.2,0.14068414,0.2963915,-0.18171532103062216
47,2,4,0.2,0.09389398,0.25207168,0.14706421057097474
48,2,4,0.2,0.10899242,0.27707607,-0.004202053042434262
49,2,4,0.2,0.12381339,0.28306708,-0.07686665157113248
50,2,4,0.3,0.105086416,0.28298494,-0.020739988085962224
51,2,4,0.3,0.110498145,0.28924558,0.004111062731412818
52,2,4,0.3,0.2593519,0.43674102,-1.9241071445363902
53,2,4,0.3,0.07452513,0.22044173,0.19443009369536635
54,2,4,0.3,0.09425907,0.268004,-0.04017769270133664
55,2,4,0.3,0.07602834,0.22962917,0.2086852100115767
56,2,4,0.3,0.09493749,0.23815931,0.22647891967530076
57,2,4,0.3,0.065333724,0.21993797,0.380677789688198
58,2,4,0.3,0.16409028,0.29018724,-0.3167179571046004
59,2,4,0.3,0.089786336,0.25459158,0.2453259564614505
60,2,4,0.3,0.13752916,0.29388115,-0.23472525863932248
61,2,4,0.3,0.087450325,0.22001089,0.23334445377675395
62,2,4,0.3,0.13695805,0.30807784,-0.35657520608426707
63,2,4,0.3,0.16110665,0.31797475,-0.5192548254802194
64,2,4,0.3,0.12214768,0.2828453,0.031053429686151435
65,2,4,0.3,0.12453189,0.29458246,-0.2599301911296015
66,2,4,0.3,0.12423477,0.2941534,-0.007705239433766886
