,tol_inf,tol_sup,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,0.1,0.5,0.2,16,0.8260869565217391,0.7755102040816326,0.8,49,0.5,0.5789473684210527,0.5365853658536586,19,0.6630434782608696,0.6772287862513426,0.6682926829268293,68,0.7349744245524297,0.7205882352941176,0.7263988522238164,68,0.7205882352941176
1,0.1,0.5,0.2,16,0.8333333333333334,0.9183673469387755,0.8737864077669903,49,0.7142857142857143,0.5263157894736842,0.6060606060606061,19,0.7738095238095238,0.7223415682062299,0.7399235069137982,68,0.8000700280112045,0.8088235294117647,0.7989806690549124,68,0.8088235294117647
2,0.1,0.5,0.2,16,1.0,0.4489795918367347,0.6197183098591549,49,0.41304347826086957,1.0,0.5846153846153846,19,0.7065217391304348,0.7244897959183674,0.6021668472372698,68,0.835997442455243,0.6029411764705882,0.6099101395704544,68,0.6029411764705882
3,0.1,0.5,0.2,16,0.8571428571428571,0.8571428571428571,0.8571428571428571,49,0.631578947368421,0.631578947368421,0.631578947368421,19,0.744360902255639,0.744360902255639,0.744360902255639,68,0.7941176470588235,0.7941176470588235,0.7941176470588235,68,0.7941176470588235
4,0.1,0.5,0.2,16,0.8823529411764706,0.6122448979591837,0.7228915662650602,49,0.4411764705882353,0.7894736842105263,0.5660377358490566,19,0.6617647058823529,0.700859291084855,0.6444646510570584,68,0.759083044982699,0.6617647058823529,0.6790647607076474,68,0.6617647058823529
5,0.1,0.5,0.2,16,0.88,0.8979591836734694,0.888888888888889,49,0.7222222222222222,0.6842105263157895,0.7027027027027027,19,0.8011111111111111,0.7910848549946294,0.7957957957957958,68,0.8359150326797385,0.8382352941176471,0.8368662780427487,68,0.8382352941176471
6,0.1,0.5,0.2,16,0.9285714285714286,0.7959183673469388,0.8571428571428572,49,0.6153846153846154,0.8421052631578947,0.7111111111111111,19,0.771978021978022,0.8190118152524167,0.7841269841269842,68,0.8410633484162896,0.8088235294117647,0.8163398692810457,68,0.8088235294117647
7,0.1,0.5,0.2,16,0.8245614035087719,0.9591836734693877,0.8867924528301887,49,0.8181818181818182,0.47368421052631576,0.6,19,0.8213716108452951,0.7164339419978517,0.7433962264150944,68,0.822778872314476,0.8235294117647058,0.806659267480577,68,0.8235294117647058
8,0.1,0.5,0.2,16,0.8611111111111112,0.6326530612244898,0.7294117647058823,49,0.4375,0.7368421052631579,0.5490196078431372,19,0.6493055555555556,0.6847475832438239,0.6392156862745098,68,0.742749183006536,0.6617647058823529,0.6790080738177624,68,0.6617647058823529
9,0.1,0.5,0.2,16,0.9,0.7346938775510204,0.8089887640449438,49,0.5357142857142857,0.7894736842105263,0.6382978723404255,19,0.7178571428571429,0.7620837808807734,0.7236433181926847,68,0.7982142857142858,0.75,0.7612957207745636,68,0.75
