,k,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,1,0.1,64,0.72,0.72,0.72,25,0.125,0.125,0.125,8,0.4225,0.4225,0.4225,33,0.5757575757575758,0.5757575757575758,0.5757575757575758,33,0.5757575757575758
1,1,0.1,64,1.0,0.16,0.2758620689655173,25,0.27586206896551724,1.0,0.4324324324324324,8,0.6379310344827587,0.58,0.35414725069897485,33,0.8244514106583072,0.36363636363636365,0.3138185207150725,33,0.36363636363636365
2,1,0.1,64,0.7692307692307693,0.8,0.7843137254901961,25,0.2857142857142857,0.25,0.26666666666666666,8,0.5274725274725275,0.525,0.5254901960784314,33,0.652014652014652,0.6666666666666666,0.6588235294117647,33,0.6666666666666666
3,1,0.1,64,1.0,0.48,0.6486486486486487,25,0.38095238095238093,1.0,0.5517241379310345,8,0.6904761904761905,0.74,0.6001863932898416,33,0.84992784992785,0.6060606060606061,0.6251517975655908,33,0.6060606060606061
4,1,0.1,64,0.75,0.6,0.6666666666666665,25,0.23076923076923078,0.375,0.2857142857142857,8,0.4903846153846154,0.4875,0.4761904761904761,33,0.6241258741258742,0.5454545454545454,0.5743145743145742,33,0.5454545454545454
5,1,0.1,64,0.75,0.24,0.36363636363636365,25,0.24,0.75,0.36363636363636365,8,0.495,0.495,0.36363636363636365,33,0.6263636363636365,0.36363636363636365,0.36363636363636365,33,0.36363636363636365
6,1,0.1,64,1.0,0.4,0.5714285714285715,25,0.34782608695652173,1.0,0.5161290322580645,8,0.6739130434782609,0.7,0.5437788018433181,33,0.8418972332015809,0.5454545454545454,0.5580226225387517,33,0.5454545454545454
7,1,0.1,64,0.8235294117647058,0.56,0.6666666666666666,25,0.3125,0.625,0.4166666666666667,8,0.5680147058823529,0.5925,0.5416666666666666,33,0.6996434937611408,0.5757575757575758,0.606060606060606,33,0.5757575757575758
8,1,0.1,64,0.7777777777777778,0.84,0.8076923076923077,25,0.3333333333333333,0.25,0.28571428571428575,8,0.5555555555555556,0.5449999999999999,0.5467032967032968,33,0.6700336700336701,0.696969696969697,0.6811521811521811,33,0.696969696969697
9,1,0.1,64,0.7647058823529411,0.52,0.6190476190476191,25,0.25,0.5,0.3333333333333333,8,0.5073529411764706,0.51,0.47619047619047616,33,0.6399286987522281,0.5151515151515151,0.5497835497835498,33,0.5151515151515151
10,1,0.2,64,0.8260869565217391,0.7916666666666666,0.8085106382978724,24,0.375,0.42857142857142855,0.39999999999999997,7,0.6005434782608696,0.6101190476190476,0.6042553191489362,31,0.7242286115007013,0.7096774193548387,0.7162663006177077,31,0.7096774193548387
11,1,0.2,64,0.9166666666666666,0.4583333333333333,0.611111111111111,24,0.3157894736842105,0.8571428571428571,0.46153846153846156,7,0.6162280701754386,0.6577380952380952,0.5363247863247863,31,0.7809847198641765,0.5483870967741935,0.5773366418527708,31,0.5483870967741935
12,1,0.2,64,0.8333333333333334,0.4166666666666667,0.5555555555555556,24,0.2631578947368421,0.7142857142857143,0.3846153846153846,7,0.5482456140350878,0.5654761904761905,0.4700854700854701,31,0.7045840407470289,0.4838709677419355,0.5169561621174524,31,0.4838709677419355
13,1,0.2,64,1.0,0.20833333333333334,0.3448275862068966,24,0.2692307692307692,1.0,0.42424242424242425,7,0.6346153846153846,0.6041666666666666,0.38453500522466044,31,0.8349875930521091,0.3870967741935484,0.3627599689891125,31,0.3870967741935484
14,1,0.2,64,0.9,0.375,0.5294117647058825,24,0.2857142857142857,0.8571428571428571,0.42857142857142855,7,0.5928571428571429,0.6160714285714286,0.47899159663865554,31,0.7612903225806452,0.4838709677419355,0.506641366223909,31,0.4838709677419355
15,1,0.2,64,0.75,0.25,0.375,24,0.21739130434782608,0.7142857142857143,0.3333333333333333,7,0.483695652173913,0.48214285714285715,0.35416666666666663,31,0.6297335203366059,0.3548387096774194,0.3655913978494623,31,0.3548387096774194
16,1,0.2,64,0.6,0.25,0.35294117647058826,24,0.14285714285714285,0.42857142857142855,0.21428571428571427,7,0.37142857142857144,0.3392857142857143,0.28361344537815125,31,0.49677419354838703,0.2903225806451613,0.3216318785578748,31,0.2903225806451613
17,1,0.2,64,1.0,0.375,0.5454545454545454,24,0.3181818181818182,1.0,0.4827586206896552,7,0.6590909090909091,0.6875,0.5141065830721003,31,0.8460410557184751,0.5161290322580645,0.531297401152796,31,0.5161290322580645
18,1,0.2,64,0.9,0.75,0.8181818181818182,24,0.45454545454545453,0.7142857142857143,0.5555555555555556,7,0.6772727272727272,0.7321428571428572,0.6868686868686869,31,0.7994134897360704,0.7419354838709677,0.7588791137178235,31,0.7419354838709677
19,1,0.2,64,0.8,0.5,0.6153846153846154,24,0.25,0.5714285714285714,0.34782608695652173,7,0.525,0.5357142857142857,0.4816053511705686,31,0.6758064516129033,0.5161290322580645,0.5549681734814975,31,0.5161290322580645
20,1,0.3,64,0.875,0.6086956521739131,0.717948717948718,23,0.3076923076923077,0.6666666666666666,0.42105263157894735,6,0.5913461538461539,0.6376811594202898,0.5695006747638327,29,0.7576259946949603,0.6206896551724138,0.6565219414584207,29,0.6206896551724138
21,1,0.3,64,1.0,0.34782608695652173,0.5161290322580645,23,0.2857142857142857,1.0,0.4444444444444445,6,0.6428571428571428,0.6739130434782609,0.48028673835125446,29,0.852216748768473,0.4827586206896552,0.5012977382276604,29,0.4827586206896552
22,1,0.3,64,0.75,0.2608695652173913,0.3870967741935483,23,0.19047619047619047,0.6666666666666666,0.2962962962962963,6,0.47023809523809523,0.46376811594202894,0.3416965352449223,29,0.6342364532019704,0.3448275862068966,0.3683104684217031,29,0.3448275862068966
23,1,0.3,64,0.8571428571428571,0.782608695652174,0.8181818181818182,23,0.375,0.5,0.42857142857142855,6,0.6160714285714286,0.6413043478260869,0.6233766233766234,29,0.7573891625615763,0.7241379310344828,0.7375727720555306,29,0.7241379310344828
24,1,0.3,64,0.7222222222222222,0.5652173913043478,0.6341463414634146,23,0.09090909090909091,0.16666666666666666,0.11764705882352942,6,0.4065656565656566,0.3659420289855072,0.37589670014347204,29,0.5916057122953675,0.48275862068965514,0.5272844209172315,29,0.4827586206896552
25,1,0.3,64,0.9230769230769231,0.5217391304347826,0.6666666666666667,23,0.3125,0.8333333333333334,0.45454545454545453,6,0.6177884615384616,0.677536231884058,0.5606060606060607,29,0.7967506631299736,0.5862068965517241,0.6227795193312435,29,0.5862068965517241
26,1,0.3,64,0.8,0.5217391304347826,0.6315789473684211,23,0.21428571428571427,0.5,0.3,6,0.5071428571428571,0.5108695652173914,0.46578947368421053,29,0.6788177339901478,0.5172413793103449,0.5629764065335754,29,0.5172413793103449
27,1,0.3,64,0.8125,0.5652173913043478,0.6666666666666667,23,0.23076923076923078,0.5,0.3157894736842105,6,0.5216346153846154,0.5326086956521738,0.4912280701754386,29,0.6921419098143236,0.5517241379310345,0.5940713853599517,29,0.5517241379310345
28,1,0.3,64,1.0,0.6086956521739131,0.7567567567567568,23,0.4,1.0,0.5714285714285715,6,0.7,0.8043478260869565,0.6640926640926641,29,0.8758620689655172,0.6896551724137931,0.7184129942750632,29,0.6896551724137931
29,1,0.3,64,0.7857142857142857,0.4782608695652174,0.5945945945945946,23,0.2,0.5,0.28571428571428575,6,0.4928571428571429,0.4891304347826087,0.44015444015444016,29,0.6645320197044334,0.4827586206896552,0.5306883237917721,29,0.4827586206896552
30,1,0.4,64,1.0,0.5,0.6666666666666666,22,0.3125,1.0,0.47619047619047616,5,0.65625,0.75,0.5714285714285714,27,0.8726851851851852,0.5925925925925926,0.6313932980599647,27,0.5925925925925926
31,1,0.4,64,0.9333333333333333,0.6363636363636364,0.7567567567567568,22,0.3333333333333333,0.8,0.47058823529411764,5,0.6333333333333333,0.7181818181818183,0.6136724960254372,27,0.8222222222222223,0.6666666666666666,0.7037625861155272,27,0.6666666666666666
32,1,0.4,64,0.9090909090909091,0.45454545454545453,0.6060606060606061,22,0.25,0.8,0.38095238095238093,5,0.5795454545454546,0.6272727272727273,0.4935064935064935,27,0.7870370370370371,0.5185185185185185,0.5643738977072311,27,0.5185185185185185
33,1,0.4,64,0.9090909090909091,0.45454545454545453,0.6060606060606061,22,0.25,0.8,0.38095238095238093,5,0.5795454545454546,0.6272727272727273,0.4935064935064935,27,0.7870370370370371,0.5185185185185185,0.5643738977072311,27,0.5185185185185185
34,1,0.4,64,1.0,0.5909090909090909,0.7428571428571429,22,0.35714285714285715,1.0,0.5263157894736842,5,0.6785714285714286,0.7954545454545454,0.6345864661654135,27,0.8809523809523809,0.6666666666666666,0.7027568922305764,27,0.6666666666666666
35,1,0.4,64,1.0,0.2727272727272727,0.42857142857142855,22,0.23809523809523808,1.0,0.3846153846153846,5,0.6190476190476191,0.6363636363636364,0.4065934065934066,27,0.8589065255731922,0.4074074074074074,0.42043142043142046,27,0.4074074074074074
36,1,0.4,64,0.75,0.4090909090909091,0.5294117647058824,22,0.13333333333333333,0.4,0.2,5,0.44166666666666665,0.40454545454545454,0.3647058823529412,27,0.6358024691358025,0.4074074074074074,0.46840958605664484,27,0.4074074074074074
37,1,0.4,64,0.9285714285714286,0.5909090909090909,0.7222222222222223,22,0.3076923076923077,0.8,0.4444444444444444,5,0.6181318681318682,0.6954545454545455,0.5833333333333334,27,0.8135938135938138,0.6296296296296297,0.6707818930041154,27,0.6296296296296297
38,1,0.4,64,0.875,0.6363636363636364,0.7368421052631579,22,0.2727272727272727,0.6,0.37499999999999994,5,0.5738636363636364,0.6181818181818182,0.5559210526315789,27,0.7634680134680134,0.6296296296296297,0.6698343079922027,27,0.6296296296296297
39,1,0.4,64,1.0,0.36363636363636365,0.5333333333333333,22,0.2631578947368421,1.0,0.4166666666666667,5,0.631578947368421,0.6818181818181819,0.475,27,0.8635477582846003,0.48148148148148145,0.5117283950617284,27,0.48148148148148145
40,1,0.5,64,1.0,0.5454545454545454,0.7058823529411764,22,0.3333333333333333,1.0,0.5,5,0.6666666666666666,0.7727272727272727,0.6029411764705882,27,0.8765432098765432,0.6296296296296297,0.667755991285403,27,0.6296296296296297
41,1,0.5,64,0.8571428571428571,0.5454545454545454,0.6666666666666665,22,0.23076923076923078,0.6,0.33333333333333337,5,0.5439560439560439,0.5727272727272728,0.49999999999999994,27,0.7411477411477412,0.5555555555555556,0.6049382716049382,27,0.5555555555555556
42,1,0.5,64,0.8888888888888888,0.36363636363636365,0.5161290322580644,22,0.2222222222222222,0.8,0.3478260869565218,5,0.5555555555555556,0.5818181818181818,0.4319775596072931,27,0.7654320987654321,0.4444444444444444,0.48496182016518613,27,0.4444444444444444
43,1,0.5,64,0.8,0.5454545454545454,0.6486486486486486,22,0.16666666666666666,0.4,0.23529411764705882,5,0.48333333333333334,0.4727272727272727,0.44197138314785367,27,0.682716049382716,0.5185185185185185,0.5721015132779838,27,0.5185185185185185
44,1,0.5,64,1.0,0.18181818181818182,0.3076923076923077,22,0.21739130434782608,1.0,0.3571428571428571,5,0.6086956521739131,0.5909090909090909,0.3324175824175824,27,0.8550724637681159,0.3333333333333333,0.31684981684981683,27,0.3333333333333333
45,1,0.5,64,0.8235294117647058,0.6363636363636364,0.717948717948718,22,0.2,0.4,0.26666666666666666,5,0.5117647058823529,0.5181818181818182,0.49230769230769234,27,0.7080610021786492,0.5925925925925926,0.6343779677113011,27,0.5925925925925926
46,1,0.5,64,0.75,0.5454545454545454,0.631578947368421,22,0.09090909090909091,0.2,0.12500000000000003,5,0.42045454545454547,0.3727272727272727,0.3782894736842105,27,0.6279461279461279,0.48148148148148145,0.5377680311890838,27,0.48148148148148145
47,1,0.5,64,0.8181818181818182,0.4090909090909091,0.5454545454545455,22,0.1875,0.6,0.2857142857142857,5,0.5028409090909092,0.5045454545454545,0.4155844155844156,27,0.7013888888888888,0.4444444444444444,0.49735449735449744,27,0.4444444444444444
48,1,0.5,64,1.0,0.2727272727272727,0.42857142857142855,22,0.23809523809523808,1.0,0.3846153846153846,5,0.6190476190476191,0.6363636363636364,0.4065934065934066,27,0.8589065255731922,0.4074074074074074,0.42043142043142046,27,0.4074074074074074
49,1,0.5,64,0.75,0.5454545454545454,0.631578947368421,22,0.09090909090909091,0.2,0.12500000000000003,5,0.42045454545454547,0.3727272727272727,0.3782894736842105,27,0.6279461279461279,0.48148148148148145,0.5377680311890838,27,0.48148148148148145
50,2,0.1,64,0.6923076923076923,0.36,0.47368421052631576,25,0.2,0.5,0.28571428571428575,8,0.4461538461538461,0.43,0.37969924812030076,33,0.5729603729603729,0.3939393939393939,0.42811574390521756,33,0.3939393939393939
51,2,0.1,64,0.9,0.36,0.5142857142857143,25,0.30434782608695654,0.875,0.4516129032258065,8,0.6021739130434782,0.6174999999999999,0.4829493087557604,33,0.7555994729907773,0.48484848484848486,0.4990923055439185,33,0.48484848484848486
