,k,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,1,0.1,64,0.8142076502732241,0.645021645021645,0.7198067632850241,231,0.31666666666666665,0.5277777777777778,0.3958333333333333,72,0.5654371584699454,0.5863997113997115,0.5578200483091788,303,0.6959800898122599,0.6171617161716172,0.6428229779499689,303,0.6171617161716172
1,1,0.1,64,0.831081081081081,0.5324675324675324,0.6490765171503957,231,0.3032258064516129,0.6527777777777778,0.41409691629955947,72,0.567153443766347,0.5926226551226551,0.5315867167249776,303,0.7056501247334847,0.5610561056105611,0.5932397803145535,303,0.5610561056105611
2,1,0.1,64,0.8028169014084507,0.7402597402597403,0.7702702702702703,231,0.3333333333333333,0.4166666666666667,0.3703703703703704,72,0.568075117370892,0.5784632034632035,0.5703203203203203,303,0.6912564495886209,0.6633663366336634,0.6752445514821752,303,0.6633663366336634
3,1,0.1,64,0.8936170212765957,0.5454545454545454,0.6774193548387096,231,0.35185185185185186,0.7916666666666666,0.48717948717948717,72,0.6227344365642238,0.668560606060606,0.5822994210090984,303,0.7648807433934883,0.6039603960396039,0.6322138417315676,303,0.6039603960396039
4,1,0.1,64,0.8888888888888888,0.658008658008658,0.7562189054726369,231,0.4015151515151515,0.7361111111111112,0.5196078431372549,72,0.6452020202020201,0.6970598845598845,0.6379133743049459,303,0.773077307730773,0.6765676567656765,0.699994494620665,303,0.6765676567656765
5,1,0.1,64,0.8027522935779816,0.7575757575757576,0.7795100222717148,231,0.3411764705882353,0.4027777777777778,0.3694267515923567,72,0.5719643820831084,0.5801767676767677,0.5744683869320357,303,0.6930709098972498,0.6732673267326733,0.6820644926053328,303,0.6732673267326733
6,1,0.1,64,0.8535031847133758,0.5800865800865801,0.6907216494845362,231,0.3356164383561644,0.6805555555555556,0.44954128440366975,72,0.5945598115347701,0.6303210678210678,0.570131466944103,303,0.730440987559187,0.6039603960396039,0.6334114637227461,303,0.6039603960396039
7,1,0.1,64,0.8348214285714286,0.8095238095238095,0.8219780219780219,231,0.4430379746835443,0.4861111111111111,0.46357615894039733,72,0.6389297016274864,0.6478174603174603,0.6427770904592096,303,0.7417243702218324,0.7326732673267327,0.7368132228403685,303,0.7326732673267327
8,1,0.1,64,0.88,0.38095238095238093,0.5317220543806647,231,0.2955665024630542,0.8333333333333334,0.4363636363636364,72,0.5877832512315271,0.6071428571428572,0.48404284537215053,303,0.7411247134565674,0.4884488448844885,0.5090626283172124,303,0.4884488448844885
9,1,0.1,64,0.8190045248868778,0.7835497835497836,0.8008849557522124,231,0.3902439024390244,0.4444444444444444,0.4155844155844156,72,0.6046242136629512,0.613997113997114,0.6082346856683141,303,0.7171208126220414,0.7029702970297029,0.7093283917519438,303,0.7029702970297029
10,1,0.2,64,0.8505747126436781,0.6636771300448431,0.7455919395465994,223,0.336283185840708,0.59375,0.4293785310734463,64,0.593428949242193,0.6287135650224216,0.5874852353100228,287,0.7358894941231552,0.6480836236933798,0.675077451245966,287,0.6480836236933798
11,1,0.2,64,0.8793103448275862,0.6860986547085202,0.7707808564231736,223,0.3805309734513274,0.671875,0.48587570621468934,64,0.6299206591394568,0.6789868273542601,0.6283282813189315,287,0.7680842829178978,0.6829268292682927,0.7072480006275534,287,0.6829268292682927
12,1,0.2,64,0.8658536585365854,0.6367713004484304,0.7338501291989663,223,0.34146341463414637,0.65625,0.4491978609625668,64,0.6036585365853658,0.6465106502242153,0.5915239950807666,287,0.7489164612900484,0.6411149825783972,0.6703736652019991,287,0.6411149825783972
13,1,0.2,64,0.8609625668449198,0.7219730941704036,0.7853658536585366,223,0.38,0.59375,0.46341463414634143,64,0.6204812834224599,0.6578615470852018,0.624390243902439,287,0.7537095902662617,0.6933797909407665,0.7135718534885698,287,0.6933797909407665
14,1,0.2,64,0.8277777777777777,0.6681614349775785,0.739454094292804,223,0.308411214953271,0.515625,0.38596491228070173,64,0.5680944963655243,0.5918932174887892,0.5627095032867528,287,0.7119608439075045,0.6341463414634146,0.6606272383737288,287,0.6341463414634146
15,1,0.2,64,0.8232323232323232,0.7309417040358744,0.7743467933491686,223,0.3258426966292135,0.453125,0.3790849673202615,64,0.5745375099307684,0.5920333520179373,0.576715880334715,287,0.7123161695647309,0.6689895470383276,0.6862047833636282,287,0.6689895470383276
16,1,0.2,64,0.8888888888888888,0.5381165919282511,0.6703910614525139,223,0.3223684210526316,0.765625,0.45370370370370366,64,0.6056286549707602,0.6518707959641256,0.5620473825781088,287,0.7625567985003158,0.5888501742160279,0.6220705356827444,287,0.5888501742160279
17,1,0.2,64,0.8289473684210527,0.5650224215246636,0.672,223,0.2814814814814815,0.59375,0.38190954773869346,64,0.555214424951267,0.5793862107623318,0.5269547738693467,287,0.7068643831801728,0.5714285714285714,0.607310839913855,287,0.5714285714285714
18,1,0.2,64,0.905511811023622,0.515695067264574,0.6571428571428571,223,0.325,0.8125,0.46428571428571436,64,0.615255905511811,0.664097533632287,0.5607142857142857,287,0.7760596998545913,0.5818815331010453,0.6141363862618219,287,0.5818815331010453
19,1,0.2,64,0.8626373626373627,0.7040358744394619,0.7753086419753087,223,0.37142857142857144,0.609375,0.4615384615384615,64,0.6170329670329671,0.656705437219731,0.6184235517568851,287,0.7530995137266915,0.6829268292682927,0.7053389850137818,287,0.6829268292682927
20,1,0.3,64,0.8987341772151899,0.6604651162790698,0.7613941018766758,215,0.35398230088495575,0.7142857142857143,0.4733727810650888,56,0.6263582390500728,0.6873754152823921,0.6173834414708823,271,0.7861655238037761,0.6715867158671587,0.7018767809709603,271,0.6715867158671587
