,embedding_d,channels,train_split,mse,mae,r2,k
117,32,32,0.1,0.26395035,0.38682938,-0.23711665067234344,2
118,32,32,0.1,0.2189184,0.3793453,-0.0047740002857412644,2
119,32,32,0.1,0.21587113,0.37524828,-0.006765371873383774,2
120,32,32,0.1,0.2902787,0.41781557,-0.36086915118632046,2
121,32,32,0.1,0.21798198,0.3879396,-0.03017203826336745,2
122,32,32,0.1,0.23111887,0.4481719,-0.12318504701477573,2
123,32,32,0.1,0.2638965,0.31365845,-0.19706262476599679,2
124,32,32,0.1,0.22053471,0.4082531,-0.05085234535254202,2
125,32,32,0.1,0.23094232,0.32439834,-0.04119792370164643,2
126,32,32,0.1,0.2127202,0.36170596,-0.0314213774747365,2
127,32,32,0.1,0.22385909,0.41694516,-0.06376412608711335,2
128,32,32,0.1,0.24689981,0.32914755,-0.12340935194360414,2
129,32,32,0.1,0.2265541,0.3554935,-0.04758813770502068,2
130,32,32,0.1,0.22626078,0.34551352,-0.03941700508672885,2
131,32,32,0.1,0.25144976,0.30495304,-0.16028503925253101,2
132,32,32,0.1,0.2492729,0.39167154,-0.16989988761075647,2
133,32,32,0.1,0.22728513,0.3801077,-0.05828644774425107,2
134,32,32,0.1,0.26827246,0.3033397,-0.19669090008731205,2
135,32,32,0.1,0.20711105,0.4038809,-0.03523934397661632,2
136,32,32,0.1,0.22338936,0.36462396,-0.028509364769407686,2
137,32,32,0.1,0.2371168,0.3199958,-0.12088618389163064,2
138,32,32,0.1,0.20774616,0.39912552,0.01551145213248084,2
139,32,32,0.1,0.28396565,0.38952672,-0.33838531657777216,2
140,32,32,0.1,0.20903224,0.34202963,-0.014098017580746802,2
141,32,32,0.1,0.20419806,0.34456018,0.025673279537773763,2
142,32,32,0.1,0.2554975,0.31163833,-0.15803010013491403,2
143,32,32,0.1,0.2219093,0.42040765,-0.07242976068242135,2
144,32,32,0.1,0.28114426,0.38401955,-0.30600422666965565,2
145,32,32,0.1,0.2358784,0.36747628,-0.09385989243397685,2
146,32,32,0.1,0.26328474,0.31469482,-0.18398283506233826,2
147,32,32,0.1,0.21345297,0.37787667,0.0005286374351705092,2
148,32,32,0.1,0.25616077,0.4021276,-0.20113429834818009,2
149,32,32,0.1,0.27491793,0.39431033,-0.3082378411524209,2
150,32,32,0.7,0.16213678,0.3464946,-0.10153918596057943,2
151,32,32,0.7,0.20480038,0.3693142,-0.011368099934139897,2
152,32,32,0.7,0.19572817,0.366588,-0.10210313626086887,2
153,32,32,0.7,0.2085799,0.36052737,0.0013208892866648503,2
154,32,32,0.7,0.21833788,0.36818942,0.0032852438902825076,2
155,32,32,0.7,0.22552614,0.3860481,-0.0069980327949146215,2
156,32,32,0.7,0.20576145,0.37348554,0.035160706747410564,2
157,32,32,0.7,0.18340218,0.34561333,0.02582814268822975,2
158,32,32,0.7,0.1754257,0.34510198,-0.014320325150314561,2
159,32,32,0.7,0.24236782,0.38476196,-0.048882489426300024,2
160,32,32,0.7,0.24083273,0.38367888,-0.023695116569142582,2
161,32,32,0.7,0.18926008,0.3709662,-0.06785445200302243,2
162,32,32,0.7,0.21679308,0.3833184,-0.005350258642925265,2
163,32,32,0.7,0.18861075,0.3498125,0.019412967121649194,2
164,32,32,0.7,0.24491937,0.3992549,-0.051394230148756215,2
165,32,32,0.7,0.20380259,0.36500013,-0.011276314957127775,2
166,32,32,0.7,0.19398446,0.36333704,-0.023131091587233144,2
167,32,32,0.7,0.19723064,0.35781968,-0.01330293584999076,2
168,32,32,0.7,0.22231396,0.38106766,-0.06390118327392025,2
169,32,32,0.7,0.19114488,0.36069945,0.004627819810717915,2
170,32,32,0.7,0.22278218,0.3740802,-0.012465963474512343,2
171,32,32,0.7,0.25710705,0.39082384,-0.0451348818733055,2
172,32,32,0.7,0.20485906,0.37380958,-0.07181599353849721,2
173,32,32,0.7,0.23905765,0.379786,-0.021790680466711843,2
174,32,32,0.7,0.23602618,0.3954997,0.00444085313403586,2
175,32,32,0.7,0.23346664,0.37479386,0.009967338228492384,2
176,32,32,0.7,0.25385174,0.4000374,-0.24484107970199487,2
177,32,32,0.7,0.23444627,0.39574417,-0.004274943858835201,2
178,32,32,0.7,0.19194853,0.35731852,-0.008511274838812088,2
179,32,32,0.7,0.17884399,0.34984794,-0.025102350790819017,2
180,32,32,0.7,0.2186125,0.37627316,-0.025492685872156695,2
181,32,32,0.7,0.23268175,0.39054394,-0.03490297443043566,2
182,32,32,0.7,0.21943082,0.38846782,-0.0008154302471632402,2
183,32,32,0.7,0.24606155,0.38799286,-0.05128935694744774,2
184,32,32,0.7,0.19287221,0.36070907,-0.08165533189167795,2
185,32,32,0.7,0.20927833,0.3729842,-0.0036860748615066274,2
186,32,32,0.7,0.21261072,0.37512937,-0.007855202356205293,2
187,32,32,0.7,0.21198769,0.3719729,0.07359045323455338,2
188,32,32,0.7,0.2415263,0.38021234,-0.010980660405710774,2
189,32,32,0.7,0.22275168,0.37974253,-0.026011130361930368,2
190,32,32,0.7,0.19241114,0.3554062,-0.16108441259981787,2
191,32,32,0.7,0.20037854,0.3623744,0.04021965318531695,2
192,32,32,0.7,0.2375108,0.38912418,-0.0058473707756523385,2
193,32,32,0.7,0.2233981,0.38733983,-0.20199310775827306,2
194,32,32,0.7,0.22419198,0.38863596,-0.02025067291757998,2
195,32,32,0.7,0.20317751,0.37465572,-0.08071850700875127,2
196,32,32,0.7,0.23686452,0.38089308,-0.04737733982050951,2
197,32,32,0.7,0.18277454,0.36778533,-0.10381080214927896,2
198,32,32,0.7,0.23177421,0.38560233,-0.0328741991438295,2
199,32,32,0.7,0.2207116,0.37003312,-0.025009385610722523,2
200,32,32,0.1,0.25492132,0.42928767,-0.19975338282035593,3
201,32,32,0.1,0.2672671,0.40102154,-0.2659467456600464,3
202,32,32,0.1,0.21113332,0.359574,0.006146721848161452,3
203,32,32,0.1,0.23683847,0.400802,-0.1193271365758537,3
204,32,32,0.1,0.224923,0.35233486,-0.02759449251488255,3
205,32,32,0.1,0.21456628,0.3724608,-0.01014309451055162,3
206,32,32,0.1,0.22514072,0.36342278,-0.05318243359755348,3
207,32,32,0.1,0.26831904,0.37031105,-0.23088624625408816,3
208,32,32,0.1,0.27280143,0.37194335,-0.26208861734719946,3
209,32,32,0.1,0.23269786,0.34199646,-0.08255155331011133,3
210,32,32,0.1,0.2061477,0.3496745,-0.01390899631813447,3
211,32,32,0.1,0.22195095,0.34658876,-0.030761714989258726,3
212,32,32,0.1,0.21403599,0.3916234,-0.013536717404323717,3
213,32,32,0.1,0.2129979,0.3905525,-0.005754720018967818,3
214,32,32,0.1,0.23972228,0.37629122,-0.12252644399709589,3
215,32,32,0.1,0.29432568,0.43522185,-0.3852385047668223,3
216,32,32,0.1,0.21120147,0.36204582,0.008849690861716053,3
217,32,32,0.1,0.25116175,0.48078838,-0.27877114709067263,3
218,32,32,0.1,0.22034247,0.42318964,-0.05973855693317143,3
219,32,32,0.1,0.20736325,0.36432877,0.00017626127267278413,3
220,32,32,0.1,0.2189304,0.383071,-0.035231750652208405,3
221,32,32,0.1,0.24151818,0.33878124,-0.09569489626255812,3
222,32,32,0.1,0.25988656,0.39980957,-0.22844519775908378,3
223,32,32,0.1,0.21813853,0.34459788,-0.013716869177303082,3
224,32,32,0.1,0.28508443,0.42479715,-0.3331957521958606,3
225,32,32,0.1,0.21038063,0.380444,-0.0011788750502319534,3
226,32,32,0.1,0.2184249,0.3845141,-0.017292585875987143,3
227,32,32,0.1,0.31095585,0.48628935,-0.481857761789928,3
228,32,32,0.1,0.25977927,0.45949,-0.3058790167800294,3
229,32,32,0.1,0.21883751,0.37035558,-0.024096289619775613,3
230,32,32,0.1,0.22073479,0.34093145,-0.03513784159660793,3
231,32,32,0.1,0.22633341,0.42608634,-0.0794849105229467,3
232,32,32,0.1,0.21852033,0.3876381,-0.0180688256484558,3
233,32,32,0.1,0.30551416,0.40092963,-0.38738600416700986,3
234,32,32,0.1,0.21957988,0.348107,-0.01763346687518208,3
235,32,32,0.1,0.22304782,0.3985924,-0.05813564639947555,3
236,32,32,0.1,0.23131368,0.390539,-0.0815143430552765,3
237,32,32,0.1,0.2186259,0.38355753,-0.05159075814501657,3
238,32,32,0.1,0.2112014,0.43004692,-0.07359164008693186,3
239,32,32,0.1,0.23904303,0.32355976,-0.10982830245483832,3
240,32,32,0.1,0.21544954,0.38347477,-2.883556318611369e-05,3
241,32,32,0.1,0.22448836,0.41071257,-0.08210389899973891,3
242,32,32,0.1,0.24779569,0.3695552,-0.13109575257342376,3
243,32,32,0.1,0.22565538,0.34030828,-0.036314905028762556,3
244,32,32,0.1,0.2892518,0.38970044,-0.34019963540671627,3
245,32,32,0.1,0.21824792,0.4144926,-0.04076414566938369,3
246,32,32,0.1,0.24634714,0.3313523,-0.11903685048603241,3
247,32,32,0.1,0.21675904,0.3797554,-0.02376541360374773,3
248,32,32,0.1,0.23075064,0.43069616,-0.1301669201575537,3
249,32,32,0.1,0.30603188,0.4769357,-0.5206983364712383,3
250,32,32,0.7,0.24710803,0.38937297,-0.07397054461467079,3
251,32,32,0.7,0.2184364,0.3700709,-0.09963807108252487,3
252,32,32,0.7,0.18967299,0.36076596,-0.0028005836254432204,3
253,32,32,0.7,0.20607543,0.3654482,0.0029497247851012487,3
254,32,32,0.7,0.21011126,0.36922,0.010950223950637605,3
255,32,32,0.7,0.16454926,0.3416719,-0.02404814540689526,3
256,32,32,0.7,0.15935783,0.33183262,0.0016924612441536757,3
257,32,32,0.7,0.2244343,0.38549075,0.01771707958673141,3
258,32,32,0.7,0.1792943,0.35553288,0.007662768328837388,3
259,32,32,0.7,0.17945027,0.34825698,-0.09145319026194043,3
260,32,32,0.7,0.24087901,0.40083793,0.012142019162523443,3
261,32,32,0.7,0.19785035,0.3483797,-0.20633090305692425,3
262,32,32,0.7,0.16197757,0.32956022,-0.016476006465590887,3
263,32,32,0.7,0.2728543,0.41282725,-0.018276946213521272,3
264,32,32,0.7,0.1894782,0.36490867,-0.036057844737761746,3
265,32,32,0.7,0.17610572,0.33895358,0.05791980634682414,3
266,32,32,0.7,0.21212532,0.37280276,-0.004381346203012448,3
267,32,32,0.7,0.21449365,0.3614452,-0.06166023277559729,3
268,32,32,0.7,0.22161822,0.3821086,-0.15601240183915932,3
269,32,32,0.7,0.21304421,0.37966275,-0.033123057417561164,3
270,32,32,0.7,0.18727577,0.36327115,-0.02186764853226597,3
271,32,32,0.7,0.23424,0.3908955,-0.055831757565374174,3
272,32,32,0.7,0.20550258,0.36740407,-0.026092489910510608,3
273,32,32,0.7,0.18592171,0.35745916,-0.061979588895028304,3
274,32,32,0.7,0.25131732,0.3959603,-0.05805780487815926,3
275,32,32,0.7,0.20535214,0.38888946,-0.09555230511779111,3
276,32,32,0.7,0.17970984,0.358456,0.010433599207687938,3
277,32,32,0.7,0.18354398,0.3534836,0.04379957410914237,3
278,32,32,0.7,0.22795062,0.37186196,-0.009905254571371369,3
279,32,32,0.7,0.21452968,0.36405405,-0.029718411647056797,3
280,32,32,0.7,0.23746789,0.39145064,-0.020565006297260213,3
281,32,32,0.7,0.19926614,0.35393247,-0.05056114571448611,3
282,32,32,0.7,0.24839596,0.39124846,-0.06335082399524361,3
283,32,32,0.7,0.19019186,0.35860145,0.00411640990576001,3
284,32,32,0.7,0.20673843,0.36181363,0.01799921277475136,3
285,32,32,0.7,0.21482567,0.38072133,-0.012646233931514095,3
286,32,32,0.7,0.1984049,0.3626704,0.016410578752381833,3
287,32,32,0.7,0.17669195,0.3469204,-0.014644103880511183,3
288,32,32,0.7,0.1905281,0.33136097,-0.007160431192909211,3
289,32,32,0.7,0.24916808,0.41157612,-0.0031215751104820555,3
290,32,32,0.7,0.1973344,0.37236246,-0.02240455259173557,3
291,32,32,0.7,0.24333346,0.38850394,-0.06116232990775239,3
292,32,32,0.7,0.19758613,0.34846076,-0.019673353473495192,3
293,32,32,0.7,0.19775581,0.36653033,-0.046871827396899324,3
294,32,32,0.7,0.1866858,0.36647096,-0.0315833499801097,3
295,32,32,0.7,0.24854958,0.38625932,-0.06620595551008401,3
296,32,32,0.7,0.23127341,0.39049545,-0.01941044579975637,3
297,32,32,0.7,0.22305359,0.35799146,-0.15035936561937047,3
298,32,32,0.7,0.18670648,0.35286415,-0.024640329257236582,3
299,32,32,0.7,0.2285723,0.36251676,0.053944676319718,3
