,k,train_split,embedding_d,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,1,0.1,128,1.0,0.017964071856287425,0.03529411764705882,167,0.006060606060606061,1.0,0.012048192771084336,1,0.503030303030303,0.5089820359281437,0.02367115520907158,168,0.994083694083694,0.023809523809523808,0.035155749046606594,168,0.023809523809523808
1,1,0.1,128,1.0,0.1437125748502994,0.2513089005235602,167,0.006944444444444444,1.0,0.013793103448275862,1,0.5034722222222222,0.5718562874251497,0.13255100198591802,168,0.9940889550264551,0.1488095238095238,0.24989511601715972,168,0.1488095238095238
2,1,0.1,128,1.0,0.15568862275449102,0.26943005181347146,167,0.007042253521126761,1.0,0.013986013986013986,1,0.5035211267605634,0.5778443113772456,0.14170803289974274,168,0.99408953722334,0.16071428571428573,0.26790955158830804,168,0.16071428571428573
3,1,0.1,128,0.972972972972973,0.2155688622754491,0.35294117647058826,167,0.0,0.0,0.0,1,0.4864864864864865,0.10778443113772455,0.17647058823529413,168,0.9671814671814671,0.21428571428571427,0.3508403361344538,168,0.21428571428571427
4,1,0.1,128,1.0,0.20958083832335328,0.3465346534653465,167,0.007518796992481203,1.0,0.014925373134328356,1,0.5037593984962406,0.6047904191616766,0.18073001329983743,168,0.994092373791622,0.21428571428571427,0.3445607887014714,168,0.21428571428571427
5,1,0.1,128,0.0,0.0,0.0,167,0.005952380952380952,1.0,0.011834319526627219,1,0.002976190476190476,0.5,0.005917159763313609,168,3.5430839002267575e-05,0.005952380952380952,7.044237813468582e-05,168,0.005952380952380952
6,1,0.1,128,1.0,0.11976047904191617,0.21390374331550802,167,0.006756756756756757,1.0,0.013422818791946308,1,0.5033783783783784,0.5598802395209581,0.11366328105372717,168,0.9940878378378377,0.125,0.21271040447905823,168,0.125
7,1,0.1,128,1.0,0.029940119760479042,0.058139534883720936,167,0.006134969325153374,1.0,0.012195121951219513,1,0.5030674846625767,0.5149700598802395,0.03516732841747022,168,0.9940841367221736,0.03571428571428571,0.057866056235313185,168,0.03571428571428571
8,1,0.1,128,0.9915254237288136,0.7005988023952096,0.8210526315789473,167,0.0,0.0,0.0,1,0.4957627118644068,0.3502994011976048,0.41052631578947363,168,0.9856234866828087,0.6964285714285714,0.8161654135338345,168,0.6964285714285714
9,1,0.1,128,1.0,0.40119760479041916,0.5726495726495727,167,0.009900990099009901,1.0,0.0196078431372549,1,0.504950495049505,0.7005988023952096,0.29612870789341383,168,0.994106553512494,0.40476190476190477,0.5693576575929518,168,0.40476190476190477
10,1,0.1,128,1.0,0.10179640718562874,0.18478260869565216,167,0.006622516556291391,1.0,0.013157894736842105,1,0.5033112582781457,0.5508982035928144,0.09897025171624713,168,0.9940870387890255,0.10714285714285714,0.1837610330173259,168,0.10714285714285714
11,1,0.1,128,1.0,0.31137724550898205,0.4748858447488585,167,0.008620689655172414,1.0,0.017094017094017096,1,0.5043103448275862,0.655688622754491,0.24598993092143778,168,0.9940989326765189,0.31547619047619047,0.4721608933937702,168,0.31547619047619047
12,1,0.1,128,1.0,0.03592814371257485,0.06936416184971098,167,0.006172839506172839,1.0,0.012269938650306747,1,0.5030864197530864,0.5179640718562875,0.04081705025000886,168,0.9940843621399177,0.041666666666666664,0.06902431528304785,168,0.041666666666666664
13,1,0.1,128,0.9850746268656716,0.39520958083832336,0.5641025641025641,167,0.0,0.0,0.0,1,0.4925373134328358,0.19760479041916168,0.28205128205128205,168,0.9792110874200426,0.39285714285714285,0.5607448107448108,168,0.39285714285714285
14,1,0.1,128,0.9791666666666666,0.281437125748503,0.43720930232558136,167,0.0,0.0,0.0,1,0.4895833333333333,0.1407185628742515,0.21860465116279068,168,0.9733382936507935,0.27976190476190477,0.43460686600221476,168,0.27976190476190477
15,1,0.1,128,1.0,0.023952095808383235,0.046783625730994156,167,0.006097560975609756,1.0,0.012121212121212121,1,0.5030487804878049,0.5119760479041916,0.02945241892610314,168,0.9940839140534262,0.02976190476190476,0.04657730184045974,168,0.02976190476190476
16,1,0.1,128,0.9866666666666667,0.4431137724550898,0.6115702479338843,167,0.0,0.0,0.0,1,0.49333333333333335,0.2215568862275449,0.30578512396694213,168,0.9807936507936509,0.44047619047619047,0.6079299488390397,168,0.44047619047619047
17,1,0.1,128,1.0,0.15568862275449102,0.26943005181347146,167,0.007042253521126761,1.0,0.013986013986013986,1,0.5035211267605634,0.5778443113772456,0.14170803289974274,168,0.99408953722334,0.16071428571428573,0.26790955158830804,168,0.16071428571428573
18,1,0.1,128,0.9882352941176471,0.5029940119760479,0.6666666666666666,167,0.0,0.0,0.0,1,0.49411764705882355,0.25149700598802394,0.3333333333333333,168,0.9823529411764705,0.5,0.6626984126984127,168,0.5
19,1,0.1,128,0.0,0.0,0.0,167,0.005952380952380952,1.0,0.011834319526627219,1,0.002976190476190476,0.5,0.005917159763313609,168,3.5430839002267575e-05,0.005952380952380952,7.044237813468582e-05,168,0.005952380952380952
20,1,0.1,128,1.0,0.38922155688622756,0.5603448275862069,167,0.009708737864077669,1.0,0.01923076923076923,1,0.5048543689320388,0.6946107784431138,0.28978779840848806,168,0.994105409153953,0.39285714285714285,0.5571239105721864,168,0.39285714285714285
21,1,0.1,128,1.0,0.029940119760479042,0.058139534883720936,167,0.006134969325153374,1.0,0.012195121951219513,1,0.5030674846625767,0.5149700598802395,0.03516732841747022,168,0.9940841367221736,0.03571428571428571,0.057866056235313185,168,0.03571428571428571
22,1,0.1,128,1.0,0.19760479041916168,0.32999999999999996,167,0.007407407407407408,1.0,0.014705882352941178,1,0.5037037037037037,0.5988023952095809,0.17235294117647057,168,0.9940917107583774,0.20238095238095238,0.32812324929971987,168,0.20238095238095238
23,1,0.1,128,1.0,0.1437125748502994,0.2513089005235602,167,0.006944444444444444,1.0,0.013793103448275862,1,0.5034722222222222,0.5718562874251497,0.13255100198591802,168,0.9940889550264551,0.1488095238095238,0.24989511601715972,168,0.1488095238095238
