,embedding_d,channels,train_split,mse,mae,r2,k
108,32,32,0.3,0.11494559,0.25666863,-0.047146534191332634,1
109,32,32,0.3,0.11211122,0.24218614,-0.07164215433727805,1
110,32,32,0.3,0.09894033,0.2526479,-0.19848770139725413,1
111,32,32,0.3,0.083956726,0.2396693,-0.09879848427616245,1
112,32,32,0.3,0.114009656,0.25067878,-0.04094104387612596,1
113,32,32,0.3,0.102391,0.25482655,-0.2650924332382363,1
114,32,32,0.3,0.1480379,0.29365984,-0.7627061741880687,1
115,32,32,0.3,0.11798755,0.26387885,-0.1487741979756303,1
116,32,32,0.3,0.11692416,0.26515582,-0.3713137068234158,1
117,32,32,0.3,0.12357637,0.27573693,-0.025135985613683687,1
118,32,32,0.3,0.087971844,0.2368518,-0.10813095116283877,1
119,32,32,0.3,0.10797592,0.2578149,-0.018670982501408417,1
120,32,32,0.3,0.16308117,0.285535,-0.8207226829783698,1
121,32,32,0.3,0.11472449,0.25978103,-0.01377287522348114,1
122,32,32,0.3,0.12045225,0.26583582,-0.018194597708653504,1
123,32,32,0.3,0.235031,0.38320464,-2.008432741289027,1
124,32,32,0.3,0.14383146,0.28504393,-0.2698416126752883,1
125,32,32,0.3,0.13164832,0.28536984,-0.3879647276908067,1
126,32,32,0.3,0.11522036,0.26637864,-0.03457675145070138,1
127,32,32,0.3,0.13454926,0.29610723,-0.19576527454221626,1
128,32,32,0.3,0.12965481,0.28318444,-0.2664165591632057,1
129,32,32,0.3,0.11998501,0.27172834,-0.1874366749577563,1
130,32,32,0.3,0.14876336,0.27949455,-0.3061317579821896,1
131,32,32,0.3,0.13093346,0.27328256,-0.13343007885623526,1
132,32,32,0.3,0.10693488,0.24866144,-0.07954831383687533,1
133,32,32,0.3,0.136005,0.2804449,-0.18493667565525929,1
134,32,32,0.3,0.21474864,0.3580089,-1.4671462099965433,1
135,32,32,0.3,0.14099088,0.28654152,-0.24684352015907662,1
136,32,32,0.3,0.12804244,0.26631775,-0.0452191787549594,1
137,32,32,0.3,0.11851406,0.27605495,-0.11676373608781976,1
138,32,32,0.3,0.15912713,0.31766468,-0.9077452427922601,1
139,32,32,0.3,0.14297907,0.3003443,-0.23731760169102012,1
140,32,32,0.3,0.1179685,0.26155028,-0.03984176946102136,1
141,32,32,0.3,0.12891538,0.28796405,-0.2220470905121965,1
142,32,32,0.3,0.11744891,0.27293,-0.07797843695568485,1
143,32,32,0.3,0.13330881,0.27737272,-0.09205141714036791,1
144,32,32,0.3,0.11994098,0.2647795,-0.052100017017575606,1
145,32,32,0.3,0.1318906,0.2716311,-0.2028130786319462,1
146,32,32,0.3,0.14751063,0.28902966,-0.2792945384492598,1
147,32,32,0.3,0.15059368,0.32661507,-0.36701907357130437,1
148,32,32,0.3,0.14812899,0.31985947,-0.5471523201002584,1
149,32,32,0.3,0.112869784,0.25572747,-0.06901247219603412,1
150,32,32,0.4,0.1268585,0.2719707,-0.2107720348011628,1
151,32,32,0.4,0.123276606,0.26658142,-0.025179952849242238,1
152,32,32,0.4,0.1425823,0.279851,-0.23165655894911286,1
153,32,32,0.4,0.13106826,0.27988842,-0.11946358461447981,1
154,32,32,0.4,0.1365057,0.2788866,-0.17624203675069383,1
155,32,32,0.4,0.11947023,0.2706587,-0.045273324575703766,1
156,32,32,0.4,0.13902147,0.2788366,-0.18401053748113028,1
157,32,32,0.4,0.109480016,0.26743364,-0.41964771647651933,1
158,32,32,0.4,0.11827696,0.2704661,-0.33319600436033836,1
159,32,32,0.4,0.13443077,0.28021857,-0.03315375087359218,1
160,32,32,0.4,0.1124234,0.26075658,0.005217743794147189,1
161,32,32,0.4,0.10697656,0.23718257,0.02453902283405729,1
162,32,32,0.4,0.11484442,0.2585449,-0.108442154081269,1
163,32,32,0.4,0.13071766,0.2881691,-0.15941665013069528,1
164,32,32,0.4,0.14552268,0.28688115,-0.19446793982277533,1
165,32,32,0.4,0.14426427,0.283776,-0.2858128554026411,1
166,32,32,0.4,0.123044446,0.28454414,-0.0828558337481049,1
167,32,32,0.4,0.073471524,0.2264015,-0.05803991686962573,1
168,32,32,0.4,0.10262523,0.26855212,-0.16932233428699295,1
169,32,32,0.4,0.12989399,0.28622678,-0.35295621979917935,1
170,32,32,0.4,0.12681322,0.30170703,-0.7937616310841784,1
171,32,32,0.4,0.09626471,0.26226836,-0.15936506660760563,1
172,32,32,0.4,0.09089211,0.24366401,-0.03098072031200405,1
173,32,32,0.4,0.11149635,0.27516162,-0.5807180619435961,1
174,32,32,0.4,0.15424807,0.3150061,-0.6908046253848097,1
175,32,32,0.4,0.12760633,0.27576488,-0.12786595041318916,1
176,32,32,0.4,0.091742136,0.25712606,-0.07280638222336222,1
177,32,32,0.4,0.12894687,0.26301926,-0.06428190873057993,1
178,32,32,0.4,0.11459462,0.28382817,-0.27819332146490194,1
179,32,32,0.4,0.0926259,0.25010562,-0.15456943769681253,1
180,32,32,0.4,0.12617365,0.28203446,-0.23689751231404377,1
181,32,32,0.4,0.12510788,0.26546216,-0.012963372880441248,1
182,32,32,0.4,0.08171309,0.2327828,-0.042244091650928794,1
183,32,32,0.4,0.15657127,0.30845183,-1.1559585826856105,1
184,32,32,0.4,0.09703212,0.25448728,-0.16710143937660238,1
185,32,32,0.4,0.12974076,0.2577811,-0.09072122386698012,1
186,32,32,0.4,0.12563671,0.27806002,-0.03496200416434081,1
187,32,32,0.4,0.13737722,0.30160955,-0.8013289251179063,1
188,32,32,0.4,0.1238242,0.2756326,-0.1257753966936197,1
189,32,32,0.4,0.09364468,0.23181322,-0.1367504040849874,1
190,32,32,0.4,0.10923667,0.24442287,-0.06399925497215553,1
191,32,32,0.4,0.061718844,0.21938466,-0.12635565503842372,1
192,32,32,0.4,0.13109103,0.27280688,-0.14162208621747596,1
193,32,32,0.4,0.1353415,0.2954586,-0.32566561833593255,1
194,32,32,0.4,0.10050507,0.26223287,-0.10646490663796593,1
195,32,32,0.4,0.16301337,0.30009928,-0.19019398256404996,1
196,32,32,0.4,0.17417818,0.31345165,-0.4483401986452351,1
197,32,32,0.4,0.14566304,0.31065607,-0.0757780529844927,1
198,32,32,0.4,0.13199376,0.27021915,-0.3849619609460313,1
199,32,32,0.4,0.13894562,0.27961823,-0.0674790275463415,1
200,32,32,0.5,0.09884679,0.25816214,-0.4349134249604232,1
201,32,32,0.5,0.10691913,0.27213216,-0.34927174348615964,1
202,32,32,0.5,0.16661316,0.31331944,-0.20709857049569713,1
203,32,32,0.5,0.08281352,0.2542796,0.0013705470580291923,1
204,32,32,0.5,0.13478658,0.27349463,-0.19352788325507198,1
205,32,32,0.5,0.13671534,0.26917616,-0.09658101114704642,1
206,32,32,0.5,0.077464454,0.24499622,-0.21476776237960693,1
207,32,32,0.5,0.07181711,0.22915794,-0.06776767107142878,1
208,32,32,0.5,0.08298486,0.231646,-0.014015221381714849,1
209,32,32,0.5,0.14382774,0.26859277,-0.1678329152904341,1
210,32,32,0.5,0.1297737,0.280445,-0.2583631489610194,1
211,32,32,0.5,0.14121543,0.3000013,-0.14800988952344163,1
212,32,32,0.5,0.13040788,0.28435293,-0.08745822940230275,1
213,32,32,0.5,0.1445468,0.29399234,-0.08961248259557708,1
214,32,32,0.5,0.11283495,0.269582,-0.8140847480358289,1
215,32,32,0.5,0.11015032,0.2620881,-0.43600656988095454,1
216,32,32,0.5,0.07415782,0.22635247,0.0014600823905782656,1
217,32,32,0.5,0.11610672,0.2606252,-0.060027213693196746,1
218,32,32,0.5,0.09297301,0.24040988,-0.28253311768278144,1
219,32,32,0.5,0.13888107,0.28990167,-0.045468053848751744,1
220,32,32,0.5,0.13133027,0.26542956,-0.19430276126303592,1
221,32,32,0.5,0.12367288,0.2743713,-0.0590164692441586,1
222,32,32,0.5,0.13444693,0.28390548,-0.1352554601051701,1
223,32,32,0.5,0.069852166,0.23238738,-0.012188787948784752,1
224,32,32,0.5,0.088932686,0.23467942,-0.09159147264390954,1
225,32,32,0.5,0.10387219,0.25322545,-0.24171676655526242,1
226,32,32,0.5,0.11781813,0.2624008,-0.2208313572940197,1
227,32,32,0.5,0.08749848,0.24615352,-0.07941495620867545,1
228,32,32,0.5,0.1462057,0.29547808,-0.04710586697302177,1
229,32,32,0.5,0.13803254,0.28321895,-0.04964483112631868,1
230,32,32,0.5,0.18861644,0.29772857,-0.7924233528014466,1
231,32,32,0.5,0.09231332,0.2524265,-0.08962896812338927,1
232,32,32,0.5,0.10363697,0.27624786,-0.18517767473253022,1
233,32,32,0.5,0.13437401,0.28061226,-0.031015062115305136,1
234,32,32,0.5,0.092441894,0.25271547,-0.06650315601736034,1
235,32,32,0.5,0.14107558,0.29577002,-0.08068908885138981,1
236,32,32,0.5,0.09291358,0.23793152,-0.2890552118948062,1
237,32,32,0.5,0.1823581,0.36097273,-1.0735702717162638,1
238,32,32,0.5,0.14272831,0.28312975,-0.10425917556236919,1
239,32,32,0.5,0.10193521,0.27343142,-0.22464980437605253,1
240,32,32,0.5,0.15097396,0.29561123,-0.22934030047162612,1
241,32,32,0.5,0.13280441,0.27855462,-0.11374488608186262,1
242,32,32,0.5,0.15820955,0.2786843,-0.3224517995402034,1
243,32,32,0.5,0.105203435,0.2648583,-0.18166309792753133,1
244,32,32,0.5,0.10000353,0.2566275,-0.0822136477941382,1
245,32,32,0.5,0.10132197,0.27345434,-0.24066306696024142,1
246,32,32,0.5,0.13015562,0.27493522,-0.10690091433368587,1
247,32,32,0.5,0.08034398,0.23139174,-0.01581824481494265,1
248,32,32,0.5,0.14192526,0.2904153,-0.29053911166189095,1
249,32,32,0.5,0.13538145,0.26992503,-0.07401083272438314,1
250,32,32,0.1,0.12093439,0.26725844,-0.1942487077984989,2
251,32,32,0.1,0.117958315,0.26482973,-0.11834467301032903,2
252,32,32,0.1,0.1681462,0.34209234,-0.7867098472659646,2
253,32,32,0.1,0.11010003,0.26065838,-0.3733301507385045,2
254,32,32,0.1,0.102468304,0.24551402,0.014728695683941417,2
255,32,32,0.1,0.12301437,0.2583166,-0.14049183603636406,2
256,32,32,0.1,0.108504914,0.26472008,-0.05146449922434648,2
257,32,32,0.1,0.1157366,0.27539495,-0.16274162326441255,2
258,32,32,0.1,0.100983694,0.24416888,-0.006881615670131902,2
259,32,32,0.1,0.13801076,0.27581295,-0.3436314878667823,2
260,32,32,0.1,0.1489194,0.32115778,-0.5252301915602595,2
261,32,32,0.1,0.10830064,0.2530339,-0.0410448215749859,2
262,32,32,0.1,0.2433099,0.3490286,-2.332102592207213,2
263,32,32,0.1,0.13041362,0.27074093,-0.21940374985707756,2
264,32,32,0.1,0.10941077,0.25683895,-0.10840609504256826,2
265,32,32,0.1,0.15739694,0.30374157,-0.5639420587805437,2
266,32,32,0.1,0.123895824,0.26235437,-0.1545372203459865,2
267,32,32,0.1,0.17742722,0.31944656,-1.3734109065399682,2
268,32,32,0.1,0.10428657,0.25995046,-0.0529514105924056,2
269,32,32,0.1,0.105420224,0.25653493,-0.00026533708704801207,2
270,32,32,0.1,0.10684777,0.26383528,-0.31598921387600165,2
271,32,32,0.1,0.117993936,0.27208695,-0.2428868427647406,2
272,32,32,0.1,0.13796923,0.2725874,-0.31364754286980734,2
273,32,32,0.1,0.16724943,0.2851383,-0.6222141185921746,2
274,32,32,0.1,0.13062999,0.283189,-0.2902868419046556,2
275,32,32,0.1,0.13279735,0.2663822,-0.2556699790389243,2
276,32,32,0.1,0.14969146,0.31220815,-0.5722662183832412,2
277,32,32,0.1,0.18768194,0.35452178,-0.8440379951022683,2
278,32,32,0.1,0.13173874,0.2611748,-0.2857453539963828,2
279,32,32,0.1,0.12271396,0.25027773,-0.17815090781439036,2
280,32,32,0.1,0.10612215,0.2571543,-0.1065628740181368,2
281,32,32,0.1,0.1219089,0.26161993,-0.14845387655387965,2
282,32,32,0.1,0.10411963,0.25442117,-0.06661115132549966,2
283,32,32,0.1,0.12372755,0.276332,-0.299922207765539,2
284,32,32,0.1,0.10059877,0.23970786,-0.28354824673192214,2
285,32,32,0.1,0.11831864,0.2708749,-0.16796925378810657,2
286,32,32,0.1,0.11731992,0.25135505,-0.09869137463540456,2
287,32,32,0.1,0.14446288,0.3132864,-0.4444444281140567,2
288,32,32,0.1,0.11895999,0.25558972,-0.10883428329068856,2
289,32,32,0.1,0.11641056,0.24630746,-0.14072236365748858,2
290,32,32,0.1,0.15901771,0.29528755,-0.7220694699063726,2
291,32,32,0.1,0.12048537,0.2797868,-0.2445452033985578,2
292,32,32,0.1,0.122620486,0.26600432,-0.16765037453489406,2
293,32,32,0.1,0.10516346,0.25065598,-0.02326146161469156,2
294,32,32,0.1,0.11674505,0.25797412,-0.10375005630461565,2
295,32,32,0.1,0.122224435,0.2612512,-0.20928631107089268,2
296,32,32,0.1,0.13672087,0.3052224,-0.3674455575259037,2
297,32,32,0.1,0.11393441,0.26093403,-0.4859521520751138,2
298,32,32,0.1,0.17313732,0.35136458,-0.7830306481498726,2
299,32,32,0.1,0.14062533,0.2555442,-0.3263898401308498,2
300,32,32,0.2,0.111968175,0.24638022,-0.06206128643683617,2
301,32,32,0.2,0.117107496,0.2620595,-0.14949989612782977,2
302,32,32,0.2,0.15331763,0.3074498,-0.44928405264777216,2
303,32,32,0.2,0.13586316,0.31015852,-0.3572695833630981,2
304,32,32,0.2,0.12118446,0.25879264,-0.15284848562474496,2
305,32,32,0.2,0.109574065,0.24737653,-0.0005841944105986485,2
306,32,32,0.2,0.110486805,0.25984257,-0.012120781158740268,2
307,32,32,0.2,0.113448896,0.25273708,-0.03582536371969769,2
308,32,32,0.2,0.17503378,0.31669602,-1.2124201405166763,2
309,32,32,0.2,0.14989701,0.32323498,-0.5180210349414371,2
310,32,32,0.2,0.117796935,0.25639513,-0.04831684273656167,2
311,32,32,0.2,0.15214965,0.29288635,-0.4505124096522115,2
312,32,32,0.2,0.11767704,0.2626522,-0.4511418967676264,2
313,32,32,0.2,0.11984415,0.27545244,-0.2283616681141527,2
314,32,32,0.2,0.13399442,0.26796696,-0.2094082918228164,2
315,32,32,0.2,0.117360696,0.26081774,-0.08071607915872003,2
316,32,32,0.2,0.1046435,0.25319034,0.01937504961421599,2
317,32,32,0.2,0.11615636,0.25837925,-0.04382472881324739,2
318,32,32,0.2,0.12726024,0.2701127,-0.14758645830146722,2
319,32,32,0.2,0.11254214,0.23841114,-0.1902853928273327,2
320,32,32,0.2,0.11799987,0.25671646,-0.12497795698686809,2
321,32,32,0.2,0.11779826,0.2785218,-0.2447312405871518,2
322,32,32,0.2,0.15939732,0.2959768,-0.4453140702907541,2
323,32,32,0.2,0.13370065,0.28882843,-0.24216140243447448,2
324,32,32,0.2,0.09224293,0.24961527,-0.28831787795048225,2
325,32,32,0.2,0.11948606,0.28841776,-0.4480697052025866,2
326,32,32,0.2,0.16536713,0.29453114,-0.575835456324524,2
327,32,32,0.2,0.104929455,0.25219217,-0.07091171022501364,2
328,32,32,0.2,0.10651601,0.25933844,-0.03136279505807282,2
329,32,32,0.2,0.14277028,0.28257075,-0.5446412105159806,2
330,32,32,0.2,0.15736827,0.31762347,-0.4903810783202336,2
331,32,32,0.2,0.1512668,0.28951192,-0.37871064277476774,2
332,32,32,0.2,0.10564561,0.25476778,-0.23142426070899313,2
333,32,32,0.2,0.11911509,0.2644301,-0.09492147296107545,2
334,32,32,0.2,0.15711759,0.2897869,-0.45401401988887136,2
335,32,32,0.2,0.11996798,0.263998,-0.07941219756475526,2
336,32,32,0.2,0.114892475,0.25831887,-0.029310058723828414,2
337,32,32,0.2,0.16631144,0.3035,-0.6121908266561642,2
338,32,32,0.2,0.097751915,0.24502167,-0.055687565626522106,2
339,32,32,0.2,0.111753374,0.27233717,-0.4748224755467032,2
340,32,32,0.2,0.14761251,0.2896649,-0.29854205974657155,2
341,32,32,0.2,0.17186064,0.3414059,-0.7913818863284225,2
342,32,32,0.2,0.110579185,0.25735548,-0.026566994667764465,2
343,32,32,0.2,0.11830133,0.27745742,-0.1564710860181482,2
344,32,32,0.2,0.121478185,0.26610845,-0.1272461895928101,2
345,32,32,0.2,0.12818986,0.26918885,-0.1710266420396349,2
346,32,32,0.2,0.13195623,0.29404986,-0.46012806806127715,2
347,32,32,0.2,0.14231217,0.295673,-0.7706084336344039,2
348,32,32,0.2,0.11892066,0.26908946,-0.24510016269258506,2
349,32,32,0.2,0.11025016,0.24225916,-0.09173012354594423,2
350,32,32,0.3,0.124630146,0.2671242,-0.6582563957751126,2
351,32,32,0.3,0.15171717,0.30215782,-0.23855392547470244,2
352,32,32,0.3,0.11123065,0.24634351,-0.042544734454352584,2
353,32,32,0.3,0.120623864,0.26927206,-0.11424435316161619,2
354,32,32,0.3,0.11863146,0.27884653,-0.6645679697220688,2
355,32,32,0.3,0.12627894,0.28524196,-0.6849639743334734,2
356,32,32,0.3,0.12721573,0.26992002,-0.18254022780653156,2
357,32,32,0.3,0.084769316,0.24163085,-0.11148912439787284,2
358,32,32,0.3,0.10945597,0.25080445,-0.017281617741607525,2
359,32,32,0.3,0.108111486,0.2577897,-0.307576627040822,2
360,32,32,0.3,0.108010806,0.24947383,-0.07978649117782965,2
361,32,32,0.3,0.104788825,0.26854473,-0.4584621768985875,2
362,32,32,0.3,0.109771095,0.25355807,-0.052059597009239234,2
363,32,32,0.3,0.17316376,0.31728345,-1.2777231178415787,2
364,32,32,0.3,0.10817118,0.23804462,-0.052026531162155054,2
365,32,32,0.3,0.116484694,0.2707002,-0.20866383831417057,2
366,32,32,0.3,0.16030523,0.2853568,-0.42902976601810217,2
367,32,32,0.3,0.12109964,0.2650349,-0.04845495452575177,2
368,32,32,0.3,0.1143032,0.2504111,-0.03502585457775509,2
369,32,32,0.3,0.13515542,0.26761013,-0.21436653771016156,2
370,32,32,0.3,0.121989265,0.27459505,-0.1758278060601639,2
371,32,32,0.3,0.1207057,0.27672905,-0.028308761210639855,2
372,32,32,0.3,0.11507945,0.26868907,-0.2937832480545488,2
373,32,32,0.3,0.15905927,0.29387897,-0.35463967185289746,2
374,32,32,0.3,0.1281409,0.26454815,-0.15362486062940106,2
375,32,32,0.3,0.15523903,0.3209215,-0.43827693620461705,2
376,32,32,0.3,0.089020126,0.24779102,-0.33029234136280405,2
377,32,32,0.3,0.10158071,0.24419735,-0.07181376168488152,2
378,32,32,0.3,0.13691081,0.29814237,-0.3075576651076375,2
379,32,32,0.3,0.12783109,0.26370552,-0.28460251409939574,2
380,32,32,0.3,0.10254218,0.25895867,-0.5153127539306583,2
381,32,32,0.3,0.1521495,0.2784499,-0.5458081363597105,2
382,32,32,0.3,0.11383465,0.24073343,-0.1104598103172365,2
383,32,32,0.3,0.15519838,0.28739166,-0.4874398419626842,2
384,32,32,0.3,0.09892864,0.26304558,-0.2652235678409014,2
385,32,32,0.3,0.13310622,0.2873205,-0.08910064039519972,2
386,32,32,0.3,0.1221303,0.26068428,-0.09189546649233504,2
387,32,32,0.3,0.13089119,0.25123873,-0.2742621599405348,2
388,32,32,0.3,0.11680105,0.2589726,-0.0522478145658436,2
389,32,32,0.3,0.13012208,0.28411877,-0.9523965714093683,2
390,32,32,0.3,0.1135469,0.2613398,-0.08198556752285269,2
391,32,32,0.3,0.11024514,0.2530237,-0.011148010124962804,2
392,32,32,0.3,0.12590055,0.27068168,-0.031912707893094305,2
393,32,32,0.3,0.13077277,0.2687607,-0.10372407553151208,2
394,32,32,0.3,0.07996205,0.23727962,-0.0340703169945884,2
395,32,32,0.3,0.102472216,0.24883413,-0.07127621504132686,2
396,32,32,0.3,0.12055833,0.26480934,-0.06320447183909161,2
397,32,32,0.3,0.13521656,0.29947308,-0.16065373085985035,2
398,32,32,0.3,0.15007885,0.31892312,-0.7163185705483945,2
399,32,32,0.3,0.11647068,0.25604868,-0.06289686645146575,2
400,32,32,0.4,0.11753577,0.2578203,-0.1243791513853878,2
401,32,32,0.4,0.11239964,0.25904298,-0.030672061279582552,2
402,32,32,0.4,0.079823636,0.24189615,-0.23200901719162914,2
403,32,32,0.4,0.104777895,0.25297222,-0.31699318666568543,2
404,32,32,0.4,0.0828771,0.24011585,-0.29801185964196986,2
405,32,32,0.4,0.12391081,0.2701016,-0.08915548519906302,2
406,32,32,0.4,0.10301127,0.25981557,-0.12432575982013971,2
407,32,32,0.4,0.10514151,0.23877849,-0.029962039806450624,2
408,32,32,0.4,0.17315026,0.30859345,-1.3948213213968863,2
409,32,32,0.4,0.08581052,0.24408618,-0.06594066517882857,2
410,32,32,0.4,0.18128304,0.31005904,-0.37731578596222737,2
