,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
2898,0.2,0.7,64,0.3,0.3,0.8928571428571429,0.4098360655737705,0.5617977528089887,61,0.14285714285714285,0.6666666666666666,0.23529411764705882,9,0.5178571428571429,0.5382513661202186,0.39854593522802373,70,0.7964285714285714,0.44285714285714284,0.5198187140024549,70,0.44285714285714284
2899,0.2,0.7,64,0.3,0.3,1.0,0.6557377049180327,0.7920792079207921,61,0.3,1.0,0.4615384615384615,9,0.65,0.8278688524590163,0.6268088347296268,70,0.91,0.7,0.7495811119573496,70,0.7
2900,0.2,0.7,64,0.4,0.3,1.0,0.65,0.787878787878788,60,0.27586206896551724,1.0,0.4324324324324324,8,0.6379310344827587,0.825,0.6101556101556102,68,0.9148073022312373,0.6911764705882353,0.7460615695909815,68,0.6911764705882353
2901,0.2,0.7,64,0.4,0.3,0.9423076923076923,0.8166666666666667,0.8749999999999999,60,0.3125,0.625,0.4166666666666667,8,0.6274038461538461,0.7208333333333333,0.6458333333333333,68,0.8682126696832579,0.7941176470588235,0.821078431372549,68,0.7941176470588235
2902,0.2,0.7,64,0.4,0.3,0.9411764705882353,0.5333333333333333,0.6808510638297872,60,0.17647058823529413,0.75,0.2857142857142857,8,0.5588235294117647,0.6416666666666666,0.48328267477203646,68,0.8512110726643599,0.5588235294117647,0.634364384051493,68,0.5588235294117647
2903,0.2,0.7,64,0.4,0.3,0.9782608695652174,0.75,0.849056603773585,60,0.3181818181818182,0.875,0.4666666666666667,8,0.6482213438735178,0.8125,0.6578616352201259,68,0.9006045105789352,0.7647058823529411,0.8040695523492417,68,0.7647058823529411
2904,0.2,0.7,64,0.4,0.3,1.0,0.6666666666666666,0.8,60,0.2857142857142857,1.0,0.4444444444444445,8,0.6428571428571428,0.8333333333333333,0.6222222222222222,68,0.9159663865546218,0.7058823529411765,0.7581699346405228,68,0.7058823529411765
2905,0.2,0.7,64,0.4,0.3,0.9285714285714286,0.8666666666666667,0.896551724137931,60,0.3333333333333333,0.5,0.4,8,0.6309523809523809,0.6833333333333333,0.6482758620689655,68,0.8585434173669467,0.8235294117647058,0.838133874239351,68,0.8235294117647058
2906,0.2,0.7,64,0.4,0.3,1.0,0.7833333333333333,0.8785046728971964,60,0.38095238095238093,1.0,0.5517241379310345,8,0.6904761904761905,0.8916666666666666,0.7151144054141154,68,0.927170868347339,0.8088235294117647,0.8400599040776479,68,0.8088235294117647
2907,0.2,0.7,64,0.4,0.3,0.9795918367346939,0.8,0.8807339449541285,60,0.3684210526315789,0.875,0.5185185185185185,8,0.6740064446831364,0.8375,0.6996262317363235,68,0.9076893915460921,0.8088235294117647,0.8381203653734685,68,0.8088235294117647
