,k,train_split,embedding_d,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,1,0.1,128,0.8709677419354839,0.4090909090909091,0.5567010309278351,66,0.11363636363636363,0.5555555555555556,0.18867924528301888,9,0.49230205278592376,0.4823232323232324,0.37269013810542695,75,0.7800879765395895,0.4266666666666667,0.5125384166504572,75,0.4266666666666667
1,1,0.1,128,0.7692307692307693,0.15151515151515152,0.25316455696202533,66,0.0967741935483871,0.6666666666666666,0.16901408450704225,9,0.4330024813895782,0.40909090909090906,0.2110893207345338,75,0.6885359801488834,0.21333333333333335,0.24306650026742735,75,0.21333333333333335
2,1,0.1,128,0.8095238095238095,0.25757575757575757,0.39080459770114945,66,0.09259259259259259,0.5555555555555556,0.15873015873015875,9,0.45105820105820105,0.4065656565656566,0.2747673782156541,75,0.7234920634920635,0.29333333333333333,0.3629556650246306,75,0.29333333333333333
3,1,0.1,128,0.875,0.10606060606060606,0.1891891891891892,66,0.11940298507462686,0.8888888888888888,0.2105263157894737,9,0.49720149253731344,0.49747474747474746,0.19985775248933146,75,0.7843283582089552,0.2,0.19174964438122336,75,0.2
4,1,0.1,128,1.0,0.19696969696969696,0.3291139240506329,66,0.14516129032258066,1.0,0.2535211267605634,9,0.5725806451612904,0.5984848484848485,0.29131752540559813,75,0.8974193548387097,0.29333333333333333,0.32004278837582456,75,0.29333333333333333
5,1,0.1,128,1.0,0.030303030303030304,0.05882352941176471,66,0.1232876712328767,1.0,0.2195121951219512,9,0.5616438356164384,0.5151515151515151,0.13916786226685796,75,0.8947945205479452,0.14666666666666667,0.07810616929698709,75,0.14666666666666667
6,1,0.1,128,0.875,0.21212121212121213,0.3414634146341463,66,0.11864406779661017,0.7777777777777778,0.2058823529411765,9,0.4968220338983051,0.494949494949495,0.2736728837876614,75,0.7842372881355932,0.28,0.3251936872309899,75,0.28
7,1,0.1,128,1.0,0.18181818181818182,0.3076923076923077,66,0.14285714285714285,1.0,0.25,9,0.5714285714285714,0.5909090909090909,0.27884615384615385,75,0.8971428571428572,0.28,0.3007692307692308,75,0.28
8,1,0.1,128,1.0,0.13636363636363635,0.24000000000000002,66,0.13636363636363635,1.0,0.24000000000000002,9,0.5681818181818181,0.5681818181818181,0.24000000000000002,75,0.8963636363636365,0.24,0.24,75,0.24
9,1,0.1,128,0.8571428571428571,0.09090909090909091,0.1643835616438356,66,0.11764705882352941,0.8888888888888888,0.20779220779220778,9,0.48739495798319327,0.4898989898989899,0.18608788471802168,75,0.7684033613445378,0.18666666666666668,0.16959259918164027,75,0.18666666666666668
