,k,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,1,0.1,64,0.8392857142857143,0.8545454545454545,0.8468468468468467,55,0.5294117647058824,0.5,0.5142857142857143,18,0.6843487394957983,0.6772727272727272,0.6805662805662805,73,0.7628784390468516,0.7671232876712328,0.7648454716947867,73,0.7671232876712328
1,1,0.1,64,0.926829268292683,0.6909090909090909,0.7916666666666667,55,0.46875,0.8333333333333334,0.6,18,0.6977896341463414,0.7621212121212122,0.6958333333333333,73,0.8138782158369529,0.726027397260274,0.744406392694064,73,0.726027397260274
2,1,0.1,64,0.7777777777777778,0.38181818181818183,0.5121951219512196,55,0.2608695652173913,0.6666666666666666,0.37500000000000006,18,0.5193236714975845,0.5242424242424242,0.4435975609756099,73,0.6503209582423399,0.4520547945205479,0.4783661877714669,73,0.4520547945205479
3,1,0.1,64,0.8666666666666667,0.9454545454545454,0.9043478260869566,55,0.7692307692307693,0.5555555555555556,0.6451612903225806,18,0.8179487179487179,0.7505050505050506,0.7747545582047686,73,0.8426413768879523,0.8493150684931506,0.8404388172683435,73,0.8493150684931506
4,1,0.1,64,0.8360655737704918,0.9272727272727272,0.8793103448275862,55,0.6666666666666666,0.4444444444444444,0.5333333333333333,18,0.7513661202185793,0.6858585858585858,0.7063218390804598,73,0.7942959802380418,0.8082191780821918,0.7940009447331129,73,0.8082191780821918
5,1,0.1,64,0.8412698412698413,0.9636363636363636,0.8983050847457628,55,0.8,0.4444444444444444,0.5714285714285714,18,0.8206349206349206,0.704040404040404,0.7348668280871671,73,0.8310937160252229,0.8356164383561644,0.817705396530565,73,0.8356164383561644
6,1,0.1,64,1.0,0.4,0.5714285714285715,55,0.35294117647058826,1.0,0.5217391304347826,18,0.6764705882352942,0.7,0.546583850931677,73,0.8404512489927478,0.547945205479452,0.5591763804985962,73,0.547945205479452
7,1,0.1,64,0.8983050847457628,0.9636363636363636,0.9298245614035089,55,0.8571428571428571,0.6666666666666666,0.75,18,0.8777239709443099,0.8151515151515152,0.8399122807017545,73,0.8881554943779231,0.8904109589041096,0.8854842585916848,73,0.8904109589041096
8,1,0.1,64,0.8947368421052632,0.9272727272727272,0.9107142857142856,55,0.75,0.6666666666666666,0.7058823529411765,18,0.8223684210526316,0.7969696969696969,0.8082983193277311,73,0.8590483056957462,0.863013698630137,0.860207781742834,73,0.863013698630137
9,1,0.1,64,0.7971014492753623,1.0,0.8870967741935484,55,1.0,0.2222222222222222,0.3636363636363636,18,0.8985507246376812,0.6111111111111112,0.625366568914956,73,0.8471312289060949,0.8082191780821918,0.7580243441931467,73,0.8082191780821918
10,1,0.2,64,0.8070175438596491,0.8679245283018868,0.8363636363636363,53,0.4166666666666667,0.3125,0.35714285714285715,16,0.6118421052631579,0.5902122641509434,0.5967532467532467,69,0.7165013984235952,0.7391304347826086,0.7252399774138903,69,0.7391304347826086
11,1,0.2,64,0.875,0.9245283018867925,0.8990825688073395,53,0.6923076923076923,0.5625,0.6206896551724138,16,0.7836538461538461,0.7435141509433962,0.7598861119898767,69,0.8326365663322186,0.8405797101449275,0.8345276902832987,69,0.8405797101449275
12,1,0.2,64,0.9166666666666666,0.8301886792452831,0.8712871287128713,53,0.5714285714285714,0.75,0.6486486486486486,16,0.7440476190476191,0.7900943396226415,0.7599678886807599,69,0.8366114561766734,0.8115942028985508,0.8196608144950805,69,0.8115942028985508
