,embedding_d,channels,train_split,mse,mae,r2
200,32,32,0.5,1.3611379,0.9384909,-2.4093547275404004
201,32,32,0.5,0.6148102,0.58698857,-0.2835477524339267
202,32,32,0.5,0.6345902,0.6253407,-0.5703378472825964
203,32,32,0.5,0.5463893,0.6297629,-0.5004056705350848
204,32,32,0.5,0.52500975,0.5946285,-0.8113461517365748
205,32,32,0.5,0.5224419,0.5746402,-0.2787286087708891
206,32,32,0.5,0.4627759,0.56184095,0.0012302509457384758
207,32,32,0.5,0.55228263,0.6435981,-0.7936946461931871
208,32,32,0.5,0.5612384,0.5480158,-0.27805534326707804
209,32,32,0.5,0.48225796,0.6055204,-0.6508265254689642
210,32,32,0.5,0.7677766,0.6489902,-0.8909213896286272
211,32,32,0.5,0.3801167,0.45464683,0.05842108558544434
212,32,32,0.5,0.43913198,0.5209129,0.04083939010501192
213,32,32,0.5,0.3403436,0.46827686,-0.06988251323322259
214,32,32,0.5,0.46104804,0.5484823,-0.27331403445682123
215,32,32,0.5,0.72486806,0.70171374,-0.7308132091506332
216,32,32,0.5,0.52653503,0.52921814,-0.16139799606474337
217,32,32,0.5,0.46793118,0.4907852,-0.14100588545354165
218,32,32,0.5,0.7072994,0.69459754,-0.47857415112165413
219,32,32,0.5,0.5405297,0.5780771,-0.29296885990612465
220,32,32,0.5,0.43528596,0.54781437,0.06469055934921786
221,32,32,0.5,0.37109607,0.47062275,0.027721076035283065
222,32,32,0.5,0.38797933,0.4716968,0.04622842737803223
223,32,32,0.5,0.44158155,0.54812086,0.13463023653348904
224,32,32,0.5,0.41725352,0.51681364,-0.05155273395954496
225,32,32,0.5,0.40329885,0.48513547,-0.02939439462234228
226,32,32,0.5,0.6546903,0.6651993,-0.4965050694677342
227,32,32,0.5,0.48904115,0.5009799,-0.3679673681170892
228,32,32,0.5,0.4601307,0.56509835,-0.022078604189806228
229,32,32,0.5,0.29795033,0.44398284,0.08209561353489381
230,32,32,0.5,0.47986957,0.58088565,-0.0906281393566628
231,32,32,0.5,0.51869595,0.5769301,-0.16023843991961462
232,32,32,0.5,0.5706757,0.5851746,-0.6276426958120536
233,32,32,0.5,0.4362823,0.5155438,-0.29674707177169135
