,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,non-critical_precision,non-critical_recall,non-critical_f1-score,non-critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
432,0.1,0.5,64,0.2,0.3,0.7142857142857143,0.8333333333333334,0.7692307692307692,48,0.38461538461538464,0.21739130434782608,0.27777777777777773,23,0.0,0.0,0.0,4,0.36630036630036633,0.3502415458937198,0.34900284900284895,75,0.575091575091575,0.6,0.5774928774928774,75,0.6
433,0.1,0.5,64,0.2,0.3,0.7692307692307693,0.8333333333333334,0.8,48,0.5,0.13043478260869565,0.20689655172413793,23,0.058823529411764705,0.25,0.09523809523809523,4,0.44268476621417796,0.40458937198067635,0.3673782156540777,75,0.6487782805429865,0.5866666666666667,0.5805276409414342,75,0.5866666666666667
434,0.1,0.5,64,0.2,0.3,0.8787878787878788,0.6041666666666666,0.7160493827160493,48,0.40540540540540543,0.6521739130434783,0.5,23,0.0,0.0,0.0,4,0.42806442806442807,0.418780193236715,0.40534979423868317,75,0.6867485667485667,0.5866666666666667,0.6116049382716049,75,0.5866666666666667
435,0.1,0.5,64,0.2,0.3,0.5263157894736842,0.20833333333333334,0.29850746268656714,48,0.5714285714285714,0.34782608695652173,0.4324324324324324,23,0.047619047619047616,0.5,0.08695652173913042,4,0.38178780284043445,0.3520531400966183,0.27263213895271,75,0.5146198830409358,0.26666666666666666,0.32829506989143586,75,0.26666666666666666
436,0.1,0.5,64,0.2,0.3,0.5357142857142857,0.3125,0.39473684210526316,48,0.8,0.17391304347826086,0.2857142857142857,23,0.0,0.0,0.0,4,0.44523809523809527,0.1621376811594203,0.22681704260651628,75,0.5881904761904762,0.25333333333333335,0.34025062656641597,75,0.25333333333333335
437,0.1,0.5,64,0.2,0.3,0.6,0.75,0.6666666666666665,48,0.75,0.13043478260869565,0.22222222222222218,23,0.0,0.0,0.0,4,0.45,0.29347826086956524,0.2962962962962962,75,0.614,0.52,0.49481481481481465,75,0.52
438,0.1,0.5,64,0.2,0.3,0.6060606060606061,0.4166666666666667,0.4938271604938272,48,0.3333333333333333,0.5652173913043478,0.4193548387096774,23,0.0,0.0,0.0,4,0.31313131313131315,0.3272946859903381,0.30439399973450154,75,0.4901010101010101,0.44,0.44465153325368384,75,0.44
439,0.1,0.5,64,0.2,0.3,0.6507936507936508,0.8541666666666666,0.7387387387387387,48,0.8,0.17391304347826086,0.2857142857142857,23,0.0,0.0,0.0,4,0.48359788359788364,0.3426932367149758,0.3414843414843414,75,0.66184126984127,0.6,0.5604118404118403,75,0.6
440,0.1,0.5,64,0.2,0.3,0.7592592592592593,0.8541666666666666,0.8039215686274509,48,0.625,0.21739130434782608,0.3225806451612903,23,0.07692307692307693,0.25,0.11764705882352941,4,0.4870607787274454,0.44051932367149754,0.4147164242040902,75,0.6816951566951567,0.6266666666666667,0.6197090449082858,75,0.6266666666666667
441,0.1,0.5,64,0.2,0.3,0.7551020408163265,0.7708333333333334,0.7628865979381444,48,1.0,0.2608695652173913,0.41379310344827586,23,0.1,0.5,0.16666666666666669,4,0.6183673469387755,0.5105676328502415,0.44778212268436235,75,0.795265306122449,0.6,0.6240328632934392,75,0.6
442,0.1,0.5,64,0.2,0.3,0.6792452830188679,0.75,0.712871287128713,48,0.5714285714285714,0.17391304347826086,0.26666666666666666,23,0.0,0.0,0.0,4,0.4168912848158131,0.3079710144927536,0.3265126512651266,75,0.6099550763701708,0.5333333333333333,0.538015401540154,75,0.5333333333333333
443,0.1,0.5,64,0.2,0.3,0.631578947368421,0.25,0.3582089552238806,48,0.5833333333333334,0.30434782608695654,0.4,23,0.045454545454545456,0.5,0.08333333333333334,4,0.42012227538543323,0.35144927536231885,0.280514096185738,75,0.5855236576289208,0.28,0.3563648424543947,75,0.28
444,0.1,0.5,64,0.2,0.3,0.72,0.75,0.7346938775510204,48,0.5714285714285714,0.17391304347826086,0.26666666666666666,23,0.05555555555555555,0.25,0.0909090909090909,4,0.448994708994709,0.3913043478260869,0.36408987837559265,75,0.6390010582010581,0.5466666666666666,0.5568303442589158,75,0.5466666666666666
445,0.1,0.5,64,0.2,0.3,0.6666666666666666,0.7083333333333334,0.6868686868686869,48,0.75,0.391304347826087,0.5142857142857143,23,0.0,0.0,0.0,4,0.47222222222222215,0.3665458937198068,0.40038480038480034,75,0.6566666666666666,0.5733333333333334,0.5973102453102453,75,0.5733333333333334
446,0.1,0.5,64,0.2,0.3,1.0,0.0625,0.11764705882352941,48,0.36065573770491804,0.9565217391304348,0.5238095238095238,23,0.0,0.0,0.0,4,0.453551912568306,0.33967391304347827,0.21381886087768442,75,0.7506010928961748,0.3333333333333333,0.23592903828197942,75,0.3333333333333333
447,0.1,0.5,64,0.2,0.3,0.6440677966101694,0.7916666666666666,0.7102803738317757,48,0.5,0.13043478260869565,0.20689655172413793,23,0.1,0.25,0.14285714285714288,4,0.4146892655367232,0.39070048309178745,0.3533446894710188,75,0.570870056497175,0.56,0.525646762733453,75,0.56
448,0.1,0.5,64,0.2,0.3,1.0,0.08333333333333333,0.15384615384615385,48,0.32,0.6956521739130435,0.4383561643835616,23,0.09523809523809523,0.5,0.16,4,0.47174603174603175,0.426328502415459,0.2507341060765718,75,0.7432126984126984,0.29333333333333333,0.24142409553916402,75,0.29333333333333333
449,0.1,0.5,64,0.2,0.3,0.6779661016949152,0.8333333333333334,0.7476635514018691,48,0.8,0.17391304347826086,0.2857142857142857,23,0.09090909090909091,0.25,0.13333333333333333,4,0.5229583975346687,0.41908212560386476,0.3889037234831627,75,0.6840801232665641,0.6,0.5732348316273549,75,0.6
450,0.1,0.5,64,0.3,0.3,0.675,0.574468085106383,0.6206896551724138,47,0.45,0.4090909090909091,0.4285714285714286,22,0.0,0.0,0.0,3,0.375,0.32785299806576407,0.34975369458128086,72,0.578125,0.5,0.5361247947454844,72,0.5
451,0.1,0.5,64,0.3,0.3,1.0,0.23404255319148937,0.3793103448275862,47,0.5161290322580645,0.7272727272727273,0.6037735849056604,22,0.06666666666666667,0.6666666666666666,0.1212121212121212,3,0.5275985663082438,0.5426606490436278,0.3680986836484559,72,0.8132616487455198,0.4027777777777778,0.43714224220079784,72,0.4027777777777778
452,0.1,0.5,64,0.3,0.3,0.775,0.6595744680851063,0.7126436781609196,47,0.4482758620689655,0.5909090909090909,0.5098039215686274,22,0.0,0.0,0.0,3,0.40775862068965524,0.41682785299806574,0.40748253324318234,72,0.6428759578544062,0.6111111111111112,0.6209713770565697,72,0.6111111111111112
453,0.1,0.5,64,0.3,0.3,0.5185185185185185,0.2978723404255319,0.37837837837837834,47,0.175,0.3181818181818182,0.22580645161290322,22,0.0,0.0,0.0,3,0.23117283950617282,0.20535138620245,0.20139494333042718,72,0.3919495884773662,0.2916666666666667,0.3159934127676063,72,0.2916666666666667
454,0.1,0.5,64,0.3,0.3,0.7142857142857143,0.5319148936170213,0.6097560975609756,47,0.37037037037037035,0.45454545454545453,0.40816326530612246,22,0.0,0.0,0.0,3,0.36155202821869487,0.3288201160541586,0.3393064542890327,72,0.5794385655496765,0.4861111111111111,0.5227517836402854,72,0.4861111111111111
455,0.1,0.5,64,0.3,0.3,0.8055555555555556,0.6170212765957447,0.6987951807228916,47,0.6666666666666666,0.36363636363636365,0.4705882352941177,22,0.08333333333333333,0.6666666666666666,0.14814814814814814,3,0.5185185185185185,0.5491081022995917,0.4391771880550525,72,0.7330246913580247,0.5416666666666666,0.6061216543734852,72,0.5416666666666666
456,0.1,0.5,64,0.3,0.3,0.7755102040816326,0.8085106382978723,0.7916666666666665,47,0.8,0.18181818181818182,0.2962962962962963,22,0.0,0.0,0.0,3,0.5251700680272109,0.33010960670535133,0.36265432098765427,72,0.7506802721088435,0.5833333333333334,0.6073173868312757,72,0.5833333333333334
457,0.1,0.5,64,0.3,0.3,0.7962962962962963,0.9148936170212766,0.8514851485148516,47,1.0,0.4090909090909091,0.5806451612903226,22,0.1111111111111111,0.3333333333333333,0.16666666666666666,3,0.6358024691358025,0.5524392864818396,0.5329323254906136,72,0.8299897119341564,0.7361111111111112,0.7401943823414601,72,0.7361111111111112
458,0.1,0.5,64,0.3,0.3,0.660377358490566,0.7446808510638298,0.7,47,0.4166666666666667,0.22727272727272727,0.29411764705882354,22,0.0,0.0,0.0,3,0.35901467505241086,0.3239845261121857,0.33137254901960783,72,0.5583944793850455,0.5555555555555556,0.546813725490196,72,0.5555555555555556
