,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
81,-0.18373737,-0.72019005,-0.44258323,-0.48797783,0.1373087,-1.0479567,-0.45964873,-0.6231941,0.59434867,0.38109344,-0.2576116,-0.13144635,0.6717696,0.117664985,-0.22845145,0.31593585,1
82,0.3209189,0.4935594,0.5607371,-1.0584177,0.53889906,-0.56102157,-0.05320722,0.9022412,-0.99349093,-0.07439853,-0.73007977,0.08268812,0.9533206,0.54549944,-0.18478185,-0.48146167,0
83,0.24446405,0.09594768,-0.33954507,0.47152448,-0.51247793,0.30647093,-0.13028683,-0.5861208,0.3457609,0.6575458,0.16418496,-0.85691833,-0.043051243,0.0871989,0.56483054,-0.43289942,1
84,0.008611128,0.21305354,0.041832462,0.14887367,-0.9199337,-0.47756425,-0.6399298,-0.401783,0.04710473,0.4835922,0.7313547,-0.20653567,-0.604491,-0.24218638,-0.34018236,-0.36805147,0
85,0.060639832,0.06655113,-0.5851282,0.5173919,-0.42937222,0.338916,-0.39268088,-0.33826143,-0.4301468,0.45490038,0.5101088,-0.5985602,-0.70932347,-0.0060367435,0.08028978,-0.05585195,0
86,0.2901883,-0.15051542,0.1776551,0.24990115,-0.90101826,0.503602,-0.12846261,-0.11164038,-0.029985711,0.34865206,0.76063734,-0.9627063,-0.28873628,0.3607508,-0.13708471,-0.042258278,0
87,0.31776252,0.045024723,1.4333018,-0.9557378,0.6754612,-0.6195386,-0.20179729,0.23764837,-1.060765,-0.110508725,-0.8876901,0.6982059,0.533301,-0.16321564,0.63531935,-0.8284066,0
88,-0.16522971,0.4471936,0.6002711,-1.1034883,-0.045749456,-0.1736466,-0.7004212,0.7049236,-0.9186292,-0.12691772,-0.6860258,0.85992336,0.84801245,0.583604,0.23184821,-0.24510324,1
89,0.3209189,0.4935594,0.5607371,-1.0584177,0.53889906,-0.56102157,-0.05320722,0.9022412,-0.99349093,-0.07439853,-0.73007977,0.08268812,0.9533206,0.54549944,-0.18478185,-0.48146167,0
90,-0.39135712,1.361555,-0.026644766,0.8689046,0.7618349,0.3598817,-0.144197,1.186107,0.22054963,-0.18930486,0.36321455,-0.10812619,0.862975,-1.0022658,-1.605332,-1.2813158,0
91,0.18132678,0.9967364,-0.29834285,1.9605136,0.19260457,0.0130087435,-0.23414928,1.1477177,0.88905334,0.040536374,-0.2827084,0.28636605,0.8456969,-0.33795968,-1.2700034,-0.75100017,0
92,-0.46209592,0.18927908,1.3071533,-1.0375633,1.2105068,0.40407035,-0.72399145,0.3332961,0.41687644,0.03286612,0.07828611,0.8587888,0.095268816,-0.7033512,0.11274412,-0.7883274,0
93,-0.18802682,-0.7418932,0.58085436,-0.8229165,0.5060699,0.31660667,-1.2397066,0.80322933,0.74720293,0.42793727,-0.48163074,0.61191535,-0.06970355,-0.58928853,0.41268742,-0.16250592,0
94,-0.07562956,1.0149832,0.087299585,-0.19903481,2.0984254,-0.30510473,-0.035038874,0.24664834,0.17484097,-0.25040165,0.88487464,-0.8263504,-0.21405579,-0.040576696,0.2705243,0.3288125,1
95,0.48989654,0.3466634,0.40351808,-0.25124407,0.8606473,-1.1846793,-0.0013249516,0.072884545,0.29902637,-0.23341468,0.7463827,-1.7658998,-0.22427373,0.8512143,1.6528238,0.15253964,0
96,-0.34215862,1.2376678,-0.5511975,-0.09233338,1.1945604,-0.2465645,0.047546297,1.2218361,0.6088203,0.22486192,0.6690289,-0.6957158,-0.4559184,1.1555388,1.0530026,1.160641,1
97,-0.2736356,0.6800608,0.435084,-0.6182308,0.5549258,0.0076226294,0.04034932,-0.3488699,-0.22667417,-0.04205814,0.8603304,0.37521178,1.2351292,-0.72785395,-0.32348886,0.16086188,0
98,-0.2242628,-0.39030427,-0.39204627,0.08023456,-0.1320966,0.22424626,-0.10685658,-0.31943324,0.65446514,0.020408273,0.9843384,0.48836818,1.1385225,-0.29576436,0.255834,0.15915509,0
99,-0.39135712,1.361555,-0.026644766,0.8689046,0.7618349,0.3598817,-0.144197,1.186107,0.22054963,-0.18930486,0.36321455,-0.10812619,0.862975,-1.0022658,-1.605332,-1.2813158,0
100,-0.46209592,0.18927908,1.3071533,-1.0375633,1.2105068,0.40407035,-0.72399145,0.3332961,0.41687644,0.03286612,0.07828611,0.8587888,0.095268816,-0.7033512,0.11274412,-0.7883274,0
101,-0.07562956,1.0149832,0.087299585,-0.19903481,2.0984254,-0.30510473,-0.035038874,0.24664834,0.17484097,-0.25040165,0.88487464,-0.8263504,-0.21405579,-0.040576696,0.2705243,0.3288125,1
102,-0.2736356,0.6800608,0.435084,-0.6182308,0.5549258,0.0076226294,0.04034932,-0.3488699,-0.22667417,-0.04205814,0.8603304,0.37521178,1.2351292,-0.72785395,-0.32348886,0.16086188,0
103,-0.62073773,-0.072034836,0.4481004,-0.05525869,0.74995047,0.5309204,0.2867439,-0.10328199,0.48180455,-0.94277835,1.0189098,0.2969179,0.3625214,-0.7054595,-0.27483165,-0.17153162,0
104,0.48989654,0.3466634,0.40351808,-0.25124407,0.8606473,-1.1846793,-0.0013249516,0.072884545,0.29902637,-0.23341468,0.7463827,-1.7658998,-0.22427373,0.8512143,1.6528238,0.15253964,0
105,0.12933517,-0.39096648,0.46002477,-0.5218461,-0.72576416,-1.0578915,0.45511943,-0.9107455,0.14058834,-0.73613,0.18747789,-1.0633585,0.24195915,0.13973689,1.2014171,0.08719894,0
106,-0.34215862,1.2376678,-0.5511975,-0.09233338,1.1945604,-0.2465645,0.047546297,1.2218361,0.6088203,0.22486192,0.6690289,-0.6957158,-0.4559184,1.1555388,1.0530026,1.160641,1
107,-0.6625705,0.28984258,-0.089565426,-0.43237573,-0.171329,0.28537327,0.0008198023,1.3124024,0.36497104,-0.13491002,0.11913919,0.067522615,0.05229314,0.17262906,0.22826701,1.2878251,0
108,-0.36395568,0.8561962,0.36503544,0.44458643,-0.0361225,0.025963992,0.4265827,0.80407983,0.70314825,-0.30013993,0.033133045,0.7088883,0.19998743,0.72287256,0.2636523,1.1923193,0
109,-0.18802682,-0.7418932,0.58085436,-0.8229165,0.5060699,0.31660667,-1.2397066,0.80322933,0.74720293,0.42793727,-0.48163074,0.61191535,-0.06970355,-0.58928853,0.41268742,-0.16250592,0
110,-0.6625705,0.28984258,-0.089565426,-0.43237573,-0.171329,0.28537327,0.0008198023,1.3124024,0.36497104,-0.13491002,0.11913919,0.067522615,0.05229314,0.17262906,0.22826701,1.2878251,0
111,-0.34666863,-1.0032071,-0.27819857,0.15938818,0.045513585,0.44345668,-0.22897127,0.36665124,0.81213105,-0.5477072,0.45899293,0.050044417,0.19754903,-0.5913968,0.025111645,0.45428985,0
112,0.12933517,-0.39096648,0.46002477,-0.5218461,-0.72576416,-1.0578915,0.45511943,-0.9107455,0.14058834,-0.73613,0.18747789,-1.0633585,0.24195915,0.13973689,1.2014171,0.08719894,0
113,0.18132678,0.9967364,-0.29834285,1.9605136,0.19260457,0.0130087435,-0.23414928,1.1477177,0.88905334,0.040536374,-0.2827084,0.28636605,0.8456969,-0.33795968,-1.2700034,-0.75100017,0
114,-0.36395568,0.8561962,0.36503544,0.44458643,-0.0361225,0.025963992,0.4265827,0.80407983,0.70314825,-0.30013993,0.033133045,0.7088883,0.19998743,0.72287256,0.2636523,1.1923193,0
115,-0.048053816,-0.4368534,0.1764023,1.0363504,0.18072009,0.18404739,0.19679162,-0.14167127,1.1503083,-0.7129371,0.3729868,0.6914101,0.34524333,-0.04115329,0.060496934,0.358784,0
116,-0.2242628,-0.39030427,-0.39204627,0.08023456,-0.1320966,0.22424626,-0.10685658,-0.31943324,0.65446514,0.020408273,0.9843384,0.48836818,1.1385225,-0.29576436,0.255834,0.15915509,0
117,-0.62073773,-0.072034836,0.4481004,-0.05525869,0.74995047,0.5309204,0.2867439,-0.10328199,0.48180455,-0.94277835,1.0189098,0.2969179,0.3625214,-0.7054595,-0.27483165,-0.17153162,0
118,-0.34666863,-1.0032071,-0.27819857,0.15938818,0.045513585,0.44345668,-0.22897127,0.36665124,0.81213105,-0.5477072,0.45899293,0.050044417,0.19754903,-0.5913968,0.025111645,0.45428985,0
119,-0.048053816,-0.4368534,0.1764023,1.0363504,0.18072009,0.18404739,0.19679162,-0.14167127,1.1503083,-0.7129371,0.3729868,0.6914101,0.34524333,-0.04115329,0.060496934,0.358784,0
120,0.29620808,1.7239813,-0.3518687,0.5594054,0.85740966,-0.88395995,-0.25100216,0.47542974,-0.0724739,0.4024439,0.014322221,-0.26599628,1.0071926,0.360875,0.08509001,0.18528563,0
121,0.12788647,1.3748802,-0.24788894,0.78727823,0.34821597,-0.49021766,-0.40172285,1.0811901,-0.370503,0.40802085,0.8779187,-0.034978755,0.56113905,0.3898632,0.5809707,0.1336936,0
122,-0.28286612,1.3097168,0.016001683,0.15334249,0.50849205,-0.66044766,-0.6479184,0.8777696,0.22815625,0.49652305,1.2827157,-0.11707025,0.86372656,0.92163754,-0.24478018,-0.046625376,1
123,0.0015726057,0.054216295,0.3356261,0.7853838,0.85877836,-0.19645885,0.22683766,-0.21027076,-0.16502574,0.17076331,-0.4240782,-0.24241352,0.3642434,-0.62709713,-0.7688039,-0.058533646,1
124,-0.01422496,0.60469055,0.94061476,0.07089782,-0.10958016,0.5364818,0.42277026,-0.1912286,-0.34214652,0.09677391,0.25822142,0.30453005,-0.06723733,-0.5566964,-1.0510802,0.5531328,1
125,0.50934917,-0.27077907,0.66666204,0.636641,-0.1414121,-0.06485527,0.0996383,0.03125868,-0.32752967,-0.34090218,0.7559508,-0.14299278,0.19115588,-0.4350514,-0.69239175,-0.44733074,0
126,0.29620808,1.7239813,-0.3518687,0.5594054,0.85740966,-0.88395995,-0.25100216,0.47542974,-0.0724739,0.4024439,0.014322221,-0.26599628,1.0071926,0.360875,0.08509001,0.18528563,0
